8940490,629,302,tree,67
14465383,516,361,she,452
7659620,789,758,direction,729
3471404,618,566,structure,733
11682749,381,417,property,347
12241831,312,30,culture,326
1324276,52,717,weight,749
5404737,28,938,approach,785
6879838,44,241,perform,44
13642153,285,736,poor,571
9477377,636,39,nice,180
272269,874,658,choose,442
5249474,133,901,above,112
10557728,290,456,social,873
3371515,501,558,glass,973
9903786,50,778,too,92
931678,298,187,purpose,701
3489289,616,315,hold,197
10109798,44,850,huge,426
1597256,63,115,local,482
15798084,899,25,finish,255
6401111,814,8,mother,125
14403896,1000,830,apply,699
15400625,426,636,hair,187
5505583,714,548,party,258
12074113,420,958,science,762
8078151,607,507,let,169
11384862,775,270,beat,199
2170505,675,75,tree,288
12329540,692,676,act,289
512069,329,965,phone,665
1022363,3,45,page,360
16336202,467,943,none,987
3779081,597,632,important,464
9094211,168,669,mean,325
10526469,903,845,minute,28
10515918,38,584,recent,668
11510675,283,78,fear,194
2588568,472,395,Democrat,75
16726527,654,825,win,440
3482892,173,285,offer,206
7517659,306,873,must,524
6268218,611,17,customer,58
1156220,571,285,item,161
6056594,724,717,on,10
10776783,119,498,lead,683
10194881,396,967,clearly,108
3791492,981,407,central,729
4916251,766,465,level,231
15186951,582,726,shoulder,426
1087348,4,899,beautiful,74
1997784,364,641,phone,338
8756041,993,340,about,852
8114087,274,339,could,777
7253973,205,631,world,637
14352965,562,588,rock,42
7943259,797,699,enter,824
4029976,960,664,boy,523
7632885,62,825,individual,35
4459672,850,392,treat,768
9261793,88,385,occur,627
460334,223,46,throughout,582
12654033,706,903,image,59
9234744,24,150,risk,216
5210511,704,748,story,501
11952899,905,313,one,385
14996898,556,382,any,719
698173,381,114,measure,387
14073951,138,867,would,484
259093,375,589,not,650
9874635,149,572,race,149
15892340,854,806,perform,802
9663501,436,488,fall,126
11504858,618,754,race,328
13786195,162,971,individual,94
13936473,18,427,large,417
9131491,765,396,nice,561
5705119,329,106,natural,431
13248975,138,962,history,171
5433112,987,276,necessary,141
1868336,59,557,remain,999
13358864,372,810,write,827
16213479,808,15,talk,786
3293817,380,210,how,476
10310284,293,895,reduce,15
7869844,773,530,able,537
1041730,60,652,international,234
16595577,434,249,structure,333
5389017,329,722,treat,277
4124687,838,192,yard,185
3544913,161,994,beat,741
8127126,467,62,prove,178
2763233,603,588,visit,102
5901914,710,176,green,844
6845651,862,741,even,999
5561967,835,483,task,793
1636451,222,854,police,650
1307498,457,363,face,4
1092568,277,10,sell,606
10213232,193,687,unit,783
6223027,575,711,agency,86
13733542,223,272,feeling,806
10670373,319,662,tree,512
3590585,694,641,prepare,425
8037052,990,116,however,333
4192301,174,940,stage,663
2088197,83,438,still,987
8499037,236,587,recent,513
15455591,551,935,mouth,745
5810515,968,527,customer,124
16443095,269,231,test,331
5600254,435,480,more,650
4770645,634,6,upon,488
5042700,509,19,country,457
12545856,229,833,agent,318
13251411,57,127,now,775
14697217,845,931,those,886
2233079,428,696,out,558
5049512,640,676,east,407
12343497,450,545,increase,569
11635268,846,807,expect,209
12615204,656,686,reach,268
13853549,447,996,miss,397
3825443,352,789,social,488
10676350,936,523,live,813
3359206,555,944,of,351
3362744,645,307,sort,974
10607859,449,761,reality,944
12152116,395,929,debate,526
12076549,776,737,agent,647
939581,745,74,treatment,844
13364072,383,999,person,975
7546911,310,961,everybody,140
1466767,867,994,affect,963
14300534,887,386,attack,8
15017625,579,826,act,990
5320200,763,712,majority,219
7990445,914,307,maybe,357
10985600,432,522,address,491
4326776,271,79,owner,616
10154175,943,18,option,72
2497339,622,536,free,700
10000457,304,695,consider,845
14106021,207,161,animal,974
6310693,674,789,car,55
9144947,637,107,other,79
9117668,317,108,man,475
2209207,982,103,against,330
3820369,209,527,yes,436
13649360,897,568,since,271
11455411,995,32,anything,908
6322112,903,538,smile,822
713780,576,920,teacher,130
2513641,768,956,conference,79
11772340,801,263,few,448
11155523,789,845,market,312
10603463,908,907,past,420
6185893,547,91,stop,951
3858360,795,289,read,742
11333056,17,482,however,73
8782408,21,891,week,33
9647180,483,364,hand,634
7401720,779,120,drive,378
12810537,636,836,end,1
12737842,940,953,collection,425
14735883,76,678,walk,361
10371328,894,96,exist,47
9384958,232,474,article,192
6780225,13,239,eight,362
11861462,216,939,think,963
10649422,580,319,into,871
3470317,730,125,everything,564
2202001,240,878,not,81
12909451,943,463,herself,895
10293481,225,774,though,146
5731530,89,407,score,657
15040233,328,253,party,368
2165809,606,130,leg,585
12739609,196,223,yard,989
9677490,643,881,a,831
2704297,697,828,term,254
14605494,610,720,TV,863
10993019,404,443,challenge,486
1103351,72,180,also,417
4047772,497,240,picture,922
9013901,407,548,on,608
15398952,846,745,wear,225
4281954,751,531,add,143
14024705,401,40,short,55
569591,83,823,watch,107
6693103,259,207,health,616
14817576,23,95,raise,691
7130795,841,939,score,866
2734187,501,890,cell,192
11807137,381,331,it,905
14165607,818,653,live,452
3385969,355,574,step,441
10414148,206,156,five,976
2263063,301,435,according,703
3972619,270,56,doctor,127
3755884,470,285,although,9
3085918,957,472,cell,583
15463904,316,151,camera,457
12099578,111,720,expert,265
13589991,671,41,find,588
13293391,520,759,beyond,94
11480269,315,604,throughout,324
13366227,227,223,attorney,679
15471334,646,899,take,377
8490117,692,747,none,198
2192887,113,722,record,286
392154,515,702,financial,351
12145912,371,370,media,812
5964784,431,429,catch,318
6044584,463,281,all,453
15528285,150,816,let,136
8169618,851,919,today,574
16340281,39,815,design,118
15153460,830,617,season,454
16515866,572,809,maintain,45
4514168,202,690,trouble,815
11895559,963,933,nice,321
898308,445,937,produce,542
4082341,408,533,myself,281
3205071,321,458,one,518
4222328,666,821,want,187
3628339,272,963,return,899
16581086,472,847,very,841
4687117,863,58,father,860
200014,460,967,industry,836
9050063,471,914,agree,827
131013,5,158,note,430
11193397,544,633,measure,332
783628,402,673,majority,226
11211451,11,74,collection,968
4515731,932,153,thought,720
7529909,581,945,make,86
3629140,324,497,along,445
15681514,263,493,team,177
10572495,260,161,write,493
5451185,58,277,blue,832
3478940,997,189,sort,56
6079037,983,754,behind,232
5817848,197,266,as,190
13840158,705,779,build,663
5228887,683,637,father,826
1837713,396,806,rate,581
11155168,167,794,together,595
13853549,59,218,including,412
16483753,8,212,court,733
14118826,38,383,safe,935
15727318,718,367,response,203
3944582,79,340,least,32
14049005,8,953,within,536
10842639,295,795,explain,532
14002534,69,973,despite,69
11904968,68,694,might,315
10136816,269,164,week,294
5167260,649,457,southern,787
546417,156,269,himself,892
8714038,715,727,customer,641
5615646,47,799,learn,569
16550233,45,824,citizen,574
16609905,702,489,under,242
16660511,879,383,change,768
15212200,565,632,wide,798
13065310,442,46,compare,345
10653832,601,491,on,536
4418123,316,412,today,697
16709387,406,138,level,676
4728011,344,94,organization,192
9912564,930,526,sound,858
2922060,95,639,stand,832
12506044,359,957,shake,483
16300210,432,489,not,453
2559353,199,838,recognize,68
1192753,777,162,service,544
5143284,636,109,future,164
9619,859,900,company,746
11169397,667,711,every,34
12119052,828,848,ball,128
9116413,326,531,skill,980
10561184,202,347,company,320
4998456,153,275,sense,976
5348173,93,911,teacher,785
15312694,374,542,game,240
8877471,868,913,avoid,769
13274574,726,477,yet,888
7696035,559,930,on,987
11970656,719,80,even,334
1952185,961,897,section,804
1464501,652,289,miss,940
