83300,192,276,492,null
49667,643,707,710,null
90657,15,348,758,null
84245,50,555,473,null
72046,415,183,981,null
13810,867,914,766,null
8356,178,640,884,null
34385,768,457,892,null
70402,3,658,550,null
61324,169,610,181,null
96937,380,749,764,null
71263,914,814,748,null
106619,915,981,871,null
102079,306,747,88,null
102877,501,360,37,null
13986,883,220,983,null
89634,242,28,273,null
102652,206,202,592,null
97850,726,772,705,null
50237,555,781,216,null
108304,21,833,426,null
139276,65,421,763,null
145250,756,631,396,null
78197,388,813,110,null
130027,845,464,472,null
122677,584,641,967,null
109815,386,777,797,null
37776,985,771,973,null
43354,403,599,76,null
133999,106,230,549,null
27575,759,242,854,null
1159,726,735,283,null
23850,308,986,882,null
89695,346,943,190,null
103565,636,354,591,null
18197,278,762,931,null
137003,365,632,724,null
46628,992,533,195,null
36337,999,125,393,null
28548,329,239,640,null
112374,444,695,209,null
118713,78,11,879,null
61006,422,78,388,null
99818,230,810,744,null
137430,26,131,76,null
124181,178,940,945,null
97354,249,72,827,null
23620,164,187,257,null
118278,497,417,293,null
35567,964,602,962,null
38645,41,660,696,null
139269,729,98,463,null
125190,424,719,97,null
33226,297,262,609,null
14608,747,160,329,null
142409,466,673,409,null
147171,857,402,866,null
1700,233,938,701,null
101303,512,219,127,null
114786,684,33,292,null
57919,573,766,196,null
100684,988,913,498,null
65021,211,363,426,null
111611,796,554,367,null
144316,167,293,646,null
112776,190,44,567,null
79539,449,237,260,null
125357,850,318,243,null
106081,242,810,161,null
6788,54,387,186,null
26434,904,805,923,null
85154,519,479,504,null
118966,665,313,328,null
16895,535,877,18,null
84570,125,52,129,null
78614,48,59,821,null
94728,96,213,520,null
118272,566,994,258,null
146094,345,41,799,null
143250,472,217,18,null
10246,990,105,856,null
49071,443,891,139,null
40775,846,365,277,null
9185,778,535,295,null
68214,836,412,103,null
66762,231,223,108,null
87202,792,193,104,null
67220,14,383,94,null
121983,339,926,607,null
138226,985,729,216,null
119715,800,886,192,null
119341,92,999,596,null
48435,793,463,888,null
7653,961,480,197,null
55385,446,869,392,null
109731,287,483,609,null
78156,738,561,383,null
127392,24,415,374,null
23767,650,358,337,null
42680,15,107,146,null
52558,843,363,716,null
94038,255,741,313,null
87308,760,852,317,null
110154,353,724,109,null
112012,856,195,573,null
112068,477,967,142,null
61018,698,714,32,null
140555,586,791,230,null
43082,389,899,341,null
72334,808,530,751,null
98059,617,636,702,null
148853,361,387,161,null
98965,991,966,31,null
111294,479,422,115,null
48199,800,272,841,null
145414,9,620,798,null
49525,804,283,470,null
129111,145,687,619,null
145704,81,27,873,null
64005,761,603,5,null
143452,234,603,565,null
18301,606,548,649,null
50677,471,7,169,null
112445,572,85,117,null
137675,496,725,793,null
52724,897,603,849,null
31283,643,281,383,null
70037,680,759,890,null
41595,484,649,834,null
126919,253,267,245,null
25247,722,359,352,null
88466,151,106,737,null
44374,517,275,864,null
134711,441,466,860,null
99948,577,831,413,null
79582,99,682,193,null
24672,496,317,673,null
88021,151,476,157,null
105928,149,195,531,null
58287,828,944,528,null
144554,340,695,284,null
69105,324,319,753,null
135217,467,762,888,null
112698,784,28,387,null
87087,675,754,100,null
29438,821,806,285,null
40854,589,183,76,null
81539,977,827,565,null
135912,793,136,360,null
112214,350,529,650,null
102491,355,898,812,null
112740,465,692,962,null
142793,467,412,196,null
37060,338,366,828,null
137985,627,25,451,null
87279,288,295,384,null
117299,52,639,171,null
79719,336,378,463,null
47015,433,235,293,null
87001,77,259,618,null
17793,507,797,306,null
15388,571,278,618,null
74934,498,71,689,null
14407,284,98,815,null
93079,245,455,405,null
68280,916,119,213,null
24932,921,563,459,null
87598,891,24,236,null
142572,912,381,205,null
24337,280,712,809,null
92653,769,724,119,null
60310,77,359,484,null
52886,319,514,119,null
136015,948,246,986,null
110103,413,471,703,null
9750,760,484,805,null
113775,905,166,655,null
101544,977,516,994,null
97669,220,581,918,null
125330,466,413,961,null
22693,879,92,869,null
59706,494,209,726,null
47068,576,978,229,null
79694,775,189,307,null
105299,500,762,953,null
24396,795,242,45,null
126098,371,645,805,null
106942,289,552,50,null
131279,150,705,614,null
40873,860,377,573,null
135829,115,310,712,null
5726,173,967,716,null
120624,985,949,953,null
30718,515,994,645,null
110801,937,540,556,null
5362,748,565,985,null
27494,187,216,850,null
52161,275,211,986,null
31526,631,415,664,null
19548,875,277,443,null
56385,721,221,13,null
33017,121,900,501,null
57676,995,558,687,null
46467,861,324,447,null
73140,235,26,951,null
141486,411,689,218,null
74297,213,619,779,null
126029,329,19,600,null
63075,326,924,96,null
127927,982,691,856,null
90106,60,588,780,null
75022,946,196,767,null
126002,183,948,237,null
77168,396,117,446,null
80188,138,148,426,null
89863,293,195,1,null
29825,108,323,905,null
57163,299,490,775,null
26411,447,381,535,null
23078,545,700,766,null
51314,63,483,822,null
72256,106,59,134,null
139966,519,462,481,null
85559,843,142,372,null
48755,448,228,64,null
64975,223,496,898,null
101932,257,561,596,null
124276,819,60,159,null
112172,122,858,509,null
131047,264,594,651,null
115776,906,698,984,null
5326,856,774,274,null
17327,450,335,89,null
131218,711,652,957,null
51703,278,919,352,null
26259,329,823,845,null
106101,871,615,242,null
81781,358,959,353,null
54094,421,618,399,null
129685,614,541,36,null
49614,869,645,788,null
50886,631,656,853,null
27020,487,775,65,null
139343,769,117,930,null
59876,287,536,190,null
133062,598,289,379,null
68911,223,301,718,null
68742,626,67,747,null
77509,520,792,22,null
62303,915,282,92,null
45141,773,186,389,null
86369,506,618,181,null
60138,582,143,394,null
71498,971,692,293,null
112819,622,846,605,null
139995,970,382,559,null
67518,322,544,153,null
91859,385,676,46,null
1363,234,310,999,null
31260,862,435,530,null
149348,41,208,829,null
35901,987,915,286,null
46320,980,415,94,null
35735,219,219,58,null
45464,931,789,378,null
83393,558,475,128,null
50457,790,688,659,null
118314,483,772,968,null
57816,134,727,477,null
22649,822,442,204,null
74280,817,520,676,null
101123,213,199,760,null
88152,194,958,951,null
100053,606,151,157,null
14367,278,803,274,null
124121,491,156,557,null
142524,958,326,362,null
133394,348,145,187,null
107395,258,500,87,null
147361,312,612,714,null
118462,615,855,772,null
54335,995,380,454,null
68903,480,891,844,null
133551,722,593,6,null
62987,207,501,166,null
13177,877,337,721,null
46085,760,47,850,null
82984,990,170,668,null
22135,117,748,190,null
110316,285,984,457,null
122030,855,604,441,null
102043,66,454,17,null
126157,168,874,805,null
138942,671,342,581,null
149572,524,720,294,null
47937,723,265,67,null
116407,430,439,734,null
74547,731,737,736,null
100582,987,933,551,null
67032,631,661,574,null
33145,336,52,612,null
35057,692,568,645,null
102389,35,526,453,null
46951,998,986,847,null
58078,306,825,183,null
81101,497,22,372,null
26784,795,815,88,null
142855,964,652,638,null
3040,711,55,996,null
77845,978,741,690,null
4633,917,951,619,null
79396,722,901,823,null
29694,737,257,953,null
32147,293,407,443,null
37,410,729,794,null
107066,116,459,999,null
110123,127,833,181,null
145064,451,275,451,null
5526,425,841,97,null
32136,893,291,208,null
86212,286,909,596,null
143024,551,872,681,null
44455,527,922,847,null
87989,440,4,375,null
16375,81,944,867,null
140133,19,421,921,null
148303,964,959,190,null
135723,518,608,275,null
117606,904,44,331,null
105325,779,31,797,null
69671,995,474,407,null
146437,758,426,507,null
60808,499,588,8,null
1716,441,720,658,null
33151,634,814,953,null
31352,379,485,854,null
63089,620,390,599,null
93806,628,615,949,null
46675,95,623,323,null
101625,499,55,84,null
135866,458,30,531,null
146193,837,243,525,null
78020,533,182,820,null
25481,652,206,750,null
50344,191,765,595,null
17693,647,872,424,null
37680,431,321,662,null
137584,481,316,452,null
128000,976,798,523,null
139289,342,722,101,null
108916,78,343,851,null
26084,604,308,633,null
53424,229,466,416,null
47098,881,460,989,null
100212,723,927,402,null
109218,979,553,701,null
82293,197,566,100,null
65206,110,8,755,null
100769,28,827,242,null
92115,368,978,679,null
64847,688,168,166,null
27182,495,257,544,null
145830,444,30,276,null
110824,845,27,267,null
81503,981,210,96,null
101234,397,611,155,null
143651,732,701,356,null
26505,196,484,890,null
56209,786,125,99,null
107263,802,241,44,null
135787,913,608,590,null
114863,154,788,877,null
25723,661,551,84,null
8439,442,354,266,null
65257,822,479,723,null
50725,62,517,73,null
144924,91,795,557,null
118253,125,197,608,null
17258,352,791,108,null
145598,320,154,626,null
49395,868,895,367,null
98838,749,959,233,null
91233,890,764,682,null
80243,752,333,214,null
97877,560,63,334,null
75244,109,477,121,null
40622,885,645,728,null
118594,539,392,868,null
48053,993,356,126,null
59300,605,178,150,null
110991,969,124,570,null
86742,527,579,585,null
43758,417,756,179,null
96098,315,693,894,null
148292,668,295,106,null
18655,808,71,354,null
76824,684,438,748,null
106637,242,56,328,null
148685,540,599,94,null
96004,481,302,354,null
11100,718,956,808,null
79996,541,127,969,null
48338,757,42,447,null
73758,409,94,78,null
143124,745,26,330,null
53466,311,790,125,null
82811,213,210,667,null
134228,279,135,280,null
125950,835,300,338,null
25358,313,62,752,null
25208,924,20,556,null
26098,410,126,660,null
143447,639,22,358,null
73461,215,423,576,null
58540,517,744,705,null
147003,822,167,17,null
11885,94,789,346,null
4542,548,667,60,null
144536,813,645,137,null
76972,476,325,722,null
59553,896,744,669,null
12463,550,828,218,null
125457,455,156,609,null
123443,782,503,573,null
25366,247,893,894,null
149167,976,439,861,null
109483,617,477,238,null
102983,832,571,24,null
55178,164,161,265,null
120626,828,214,379,null
30334,343,323,147,null
142284,690,895,557,null
66014,908,491,573,null
8700,167,734,877,null
83439,729,743,202,null
88062,683,235,856,null
134726,877,375,833,null
77923,179,595,482,null
78875,875,72,955,null
102302,655,895,616,null
126221,692,822,880,null
142921,28,932,654,null
61292,719,979,922,null
134028,91,611,51,null
68490,827,749,392,null
8357,849,654,492,null
138211,286,129,809,null
33929,978,167,649,null
53194,2,455,693,null
105050,765,710,984,null
69195,710,927,901,null
111603,397,508,263,null
37236,525,351,729,null
142741,307,11,631,null
147448,133,125,585,null
117690,849,932,671,null
126735,284,156,359,null
97268,600,342,269,null
104934,122,134,131,null
30792,779,577,942,null
134004,250,865,48,null
142201,263,936,745,null
12011,681,291,485,null
143975,782,398,35,null
74627,699,876,580,null
44004,238,75,873,null
120979,964,205,765,null
748,36,273,283,null
38937,797,237,977,null
93987,512,815,315,null
21497,661,174,617,null
19289,922,179,483,null
133820,221,1,811,null
5965,370,606,407,null
62883,372,911,528,null
27879,162,97,252,null
78957,917,369,975,null
78461,657,712,915,null
128225,568,102,230,null
20915,577,382,376,null
52789,520,1000,513,null
121078,495,518,699,null
15528,340,145,403,null
56884,224,427,800,null
55179,805,894,553,null
102878,434,966,426,null
16586,732,754,50,null
52650,404,432,208,null
45986,771,503,888,null
149529,609,215,796,null
101049,880,428,81,null
68524,469,150,247,null
104507,630,111,617,null
44848,689,428,624,null
137798,509,77,819,null
122911,408,829,995,null
15100,179,930,101,null
79483,97,780,123,null
104744,232,9,836,null
93229,509,596,715,null
36821,451,687,387,null
31266,933,137,801,null
135999,479,55,585,null
94385,990,439,904,null
79841,649,875,509,null
21474,535,1,869,null
99538,815,191,508,null
4525,666,52,115,null
104842,489,255,88,null
35734,357,369,24,null
126698,508,699,110,null
76570,846,752,124,null
42426,343,741,879,null
54604,454,962,357,null
99508,371,978,858,null
57611,581,392,945,null
146322,182,464,81,null
137487,244,997,736,null
503,109,436,968,null
40631,258,16,783,null
46601,658,691,675,null
39224,948,17,14,null
100149,226,393,927,null
6323,427,877,307,null
49356,441,599,222,null
11945,459,67,920,null
4760,308,174,411,null
39357,786,684,553,null
121007,678,882,114,null
35982,743,908,634,null
146234,178,462,428,null
77293,60,283,463,null
145779,613,729,708,null
145628,566,422,972,null
79337,307,938,769,null
17635,967,1,511,null
109259,132,730,450,null
70185,252,169,161,null
84659,966,625,935,null
29072,368,479,319,null
94682,417,645,616,null
146589,754,402,594,null
37019,843,876,652,null
92482,398,827,710,null
104024,720,518,630,null
53201,338,836,858,null
111704,746,82,492,null
110936,635,34,153,null
49459,858,114,180,null
52582,452,648,477,null
12151,545,141,932,null
48431,913,291,317,null
92614,517,9,268,null
13814,477,184,114,null
113629,956,661,925,null
95027,427,203,721,null
97966,816,916,73,null
12635,771,792,974,null
100284,944,983,157,null
42657,207,972,310,null
40262,113,329,634,null
112804,250,605,680,null
46192,220,978,92,null
110572,270,708,19,null
124064,512,795,916,null
40639,492,223,203,null
4438,455,141,982,null
40691,249,952,350,null
27243,861,864,323,null
124734,488,542,790,null
27882,255,198,89,null
28484,763,951,572,null
66820,717,972,422,null
39584,915,477,807,null
8867,565,688,162,null
149153,559,247,473,null
134605,202,394,577,null
12086,388,212,386,null
53960,688,913,450,null
53381,161,536,207,null
79807,879,616,601,null
70488,433,878,939,null
60306,811,109,711,null
25926,58,645,943,null
48366,400,320,102,null
88340,131,209,694,null
45785,913,601,260,null
121958,765,502,934,null
34126,309,412,564,null
57899,549,888,930,null
110615,769,696,595,null
41730,942,425,465,null
17518,418,539,470,null
131937,695,947,612,null
46278,729,140,837,null
5995,16,798,101,null
63960,88,754,630,null
108529,778,170,887,null
111212,262,536,421,null
94411,837,419,51,null
137095,211,304,603,null
145169,846,579,529,null
131364,227,821,548,null
43155,649,751,703,null
107385,176,687,710,null
92897,413,774,317,null
90950,783,831,559,null
89104,507,74,931,null
78146,993,501,947,null
45413,990,826,28,null
122289,264,64,586,null
135309,678,144,887,null
32991,606,763,152,null
12919,698,200,825,null
120299,451,697,677,null
48094,631,535,348,null
113595,932,286,341,null
15464,557,463,66,null
101371,117,128,114,null
65732,301,758,962,null
101683,213,773,508,null
71591,888,518,962,null
126422,496,384,33,null
22103,708,366,753,null
68373,856,133,789,null
40039,710,350,189,null
148915,837,575,571,null
25352,117,682,917,null
17394,15,349,371,null
115776,73,257,140,null
60218,833,163,616,null
110945,732,814,6,null
55960,878,41,495,null
65917,16,269,206,null
115938,826,347,377,null
5635,391,746,212,null
26613,125,165,433,null
15998,421,990,668,null
146909,97,566,865,null
66997,894,807,584,null
72128,726,507,914,null
117232,339,188,957,null
57086,997,786,686,null
14820,544,208,383,null
143530,816,988,860,null
82290,621,624,700,null
132477,386,452,85,null
28168,515,701,681,null
83924,937,987,790,null
27384,567,850,638,null
90050,850,968,125,null
27836,921,454,109,null
99451,55,838,872,null
22905,960,293,554,null
74916,874,393,76,null
57026,243,163,646,null
22707,679,814,732,null
64234,745,262,634,null
131753,973,60,177,null
93134,839,636,135,null
148213,703,455,379,null
7199,429,655,221,null
50219,541,832,651,null
7778,846,607,186,null
17328,309,419,225,null
46867,568,974,678,null
72340,594,897,187,null
5138,548,343,174,null
13152,564,517,561,null
115313,906,155,302,null
40015,769,427,424,null
45238,587,499,524,null
82285,423,27,209,null
117902,526,836,991,null
49677,906,974,906,null
27034,946,710,165,null
4643,910,567,191,null
12364,250,210,868,null
149146,533,69,315,null
31209,816,777,361,null
89502,650,182,367,null
37964,472,510,717,null
49353,561,576,150,null
45384,736,837,575,null
131161,800,381,849,null
23188,844,832,426,null
91727,149,797,949,null
84944,319,935,773,null
128181,133,589,689,null
73237,585,344,454,null
39746,650,637,579,null
80204,731,12,132,null
104126,801,864,7,null
132535,494,653,680,null
6590,443,938,569,null
34341,430,184,638,null
96492,145,550,344,null
8991,67,261,214,null
39618,275,963,561,null
145399,288,211,557,null
33930,924,522,343,null
25366,505,298,523,null
20468,841,961,386,null
15455,604,925,266,null
82796,919,715,551,null
20814,54,550,885,null
44385,397,277,504,null
7626,309,540,283,null
82399,570,108,622,null
8202,486,305,858,null
119531,139,70,265,null
88138,713,806,149,null
72126,656,882,694,null
12785,262,682,207,null
132122,858,185,187,null
107186,895,563,62,null
82232,266,494,884,null
120723,837,811,557,null
144690,449,466,135,null
84419,135,143,330,null
126106,460,904,660,null
144048,364,757,234,null
4224,133,134,425,null
40270,410,400,259,null
62748,93,539,717,null
65046,961,820,543,null
1952,148,683,285,null
130300,414,260,904,null
78354,712,121,927,null
138872,667,777,871,null
146116,842,78,803,null
35971,306,115,541,null
70905,669,533,153,null
137256,20,899,482,null
3843,951,855,868,null
146774,805,994,988,null
126204,856,528,86,null
102824,479,421,640,null
4825,918,473,49,null
75398,809,762,242,null
16794,21,791,225,null
140948,180,588,36,null
91372,192,344,804,null
135284,683,292,743,null
76573,183,344,125,null
31916,14,18,76,null
75916,299,952,721,null
59823,895,842,564,null
10749,880,181,400,null
70779,345,988,802,null
40072,405,284,117,null
88236,103,298,437,null
104279,774,872,337,null
32293,42,294,257,null
22700,494,844,464,null
10578,644,590,607,null
117007,730,400,18,null
36383,32,842,419,null
18,60,706,396,null
22925,3,274,279,null
140289,957,799,104,null
50587,596,357,342,null
137264,906,204,228,null
119021,762,161,982,null
24613,84,197,315,null
97910,469,976,744,null
8060,364,316,26,null
113480,10,294,43,null
58189,360,325,645,null
98023,159,659,379,null
44201,317,866,310,null
17181,350,683,615,null
76480,185,955,879,null
99261,746,186,88,null
84972,699,367,215,null
2957,614,19,276,null
103561,415,591,450,null
33318,146,567,551,null
83855,462,764,335,null
92949,355,531,220,null
75962,556,321,260,null
129900,231,891,855,null
82472,860,449,793,null
15100,401,574,493,null
91027,722,602,969,null
29585,341,912,137,null
50212,5,283,390,null
146743,113,262,14,null
60750,710,717,177,null
120319,453,493,652,null
89066,857,397,886,null
111741,123,412,594,null
16389,974,659,492,null
58469,700,633,308,null
25892,639,429,391,null
63777,542,561,806,null
101143,615,316,97,null
45685,489,46,24,null
49729,595,681,84,null
78128,661,593,74,null
47960,930,523,34,null
837,721,667,321,null
28574,949,56,703,null
138252,22,631,303,null
71556,707,145,624,null
101605,462,159,944,null
117130,738,285,629,null
23537,671,408,991,null
122648,439,840,576,null
43460,305,183,6,null
73454,590,142,635,null
7785,100,829,531,null
74607,672,294,87,null
148745,782,171,588,null
100704,39,919,989,null
107388,14,660,618,null
132015,556,654,643,null
48872,432,366,37,null
257,545,927,64,null
1814,680,634,247,null
104007,876,406,196,null
81109,884,595,967,null
29371,862,775,834,null
141522,383,49,635,null
141247,532,122,971,null
54216,98,137,212,null
140358,717,485,572,null
84120,976,281,342,null
139092,300,37,264,null
49000,366,255,27,null
84231,42,827,37,null
72905,159,279,142,null
136531,274,657,998,null
15887,772,168,191,null
65490,250,253,639,null
336,419,589,76,null
56769,468,276,48,null
64727,8,54,810,null
128076,843,457,238,null
29859,187,359,496,null
87281,106,258,436,null
18713,196,414,619,null
144144,504,964,483,null
37656,979,937,373,null
36329,613,662,18,null
144618,352,244,139,null
94210,682,334,16,null
19454,780,131,283,null
23093,585,144,85,null
122794,449,983,201,null
145964,62,470,122,null
85912,812,847,978,null
123778,541,391,33,null
125387,157,787,968,null
139594,770,340,515,null
78077,49,346,605,null
57767,320,331,222,null
39049,383,289,879,null
129578,813,956,122,null
55359,963,344,298,null
65977,191,701,843,null
42607,83,864,517,null
73549,91,497,209,null
32419,414,641,687,null
3187,24,930,56,null
124156,174,84,354,null
31791,30,601,1,null
141238,452,819,940,null
2375,748,306,730,null
61606,337,885,181,null
24778,254,190,370,null
35767,646,746,757,null
136449,459,244,442,null
134831,48,890,198,null
37801,164,362,422,null
25909,450,986,965,null
133460,666,534,653,null
59454,875,167,996,null
39771,77,52,209,null
58461,198,919,435,null
145292,974,556,622,null
38226,816,621,121,null
46062,618,160,821,null
145483,589,281,525,null
43346,124,276,872,null
144320,540,62,153,null
143324,176,9,549,null
78187,135,983,587,null
76086,376,342,942,null
143228,346,388,297,null
105587,918,505,984,null
74623,147,135,695,null
130988,587,590,533,null
36506,77,83,512,null
112917,242,92,587,null
7002,682,46,912,null
94513,388,336,533,null
30305,549,272,802,null
7188,426,674,833,null
104040,434,316,393,null
92839,615,85,561,null
60204,972,656,968,null
120504,131,95,869,null
139128,658,227,563,null
70573,150,582,808,null
91450,310,28,986,null
73371,934,499,993,null
37511,923,17,380,null
10468,722,733,247,null
96989,348,820,251,null
102041,354,571,181,null
5008,523,760,302,null
62298,529,931,13,null
99982,427,475,209,null
64050,744,585,179,null
80669,693,297,155,null
70838,356,347,321,null
79941,355,118,710,null
40044,989,536,798,null
89,445,428,456,null
87121,495,679,184,null
136337,336,520,692,null
80876,727,892,475,null
9393,635,680,641,null
142247,317,359,446,null
98244,410,629,341,null
