14799,527,realize,decision,national,into,null
61965,785,together,value,ability,commercial,null
24907,770,final,boy,direction,interest,null
50173,962,whose,effort,as,happy,null
43874,354,make,past,product,report,null
53320,540,special,west,include,others,null
49846,268,develop,of,factor,society,null
64125,791,special,different,common,difficult,null
50918,109,gas,strong,direction,free,null
74964,590,wife,suggest,beat,difference,null
261,368,own,former,physical,task,null
18405,734,third,sister,management,worker,null
17675,789,exactly,read,sometimes,month,null
16855,844,big,rule,firm,nation,null
17288,366,sign,both,line,letter,null
43012,307,others,meeting,interest,guess,null
40733,668,black,my,answer,chair,null
15130,842,another,quite,available,program,null
68842,128,generation,officer,letter,type,null
71963,233,threat,provide,he,number,null
32765,687,agreement,western,order,official,null
46986,683,detail,sort,herself,move,null
66401,407,government,begin,answer,site,null
7146,240,job,finally,compare,method,null
56095,569,choose,above,guy,suddenly,null
54002,866,capital,field,chair,recognize,null
31557,148,vote,improve,quality,drug,null
28509,966,that,particularly,threat,of,null
5171,639,lawyer,yet,particular,region,null
24228,306,over,think,air,open,null
78239,109,money,ever,less,ok,null
22986,524,staff,can,once,teacher,null
6473,883,film,manager,what,education,null
30354,712,whatever,class,along,decide,null
34634,166,model,foreign,wonder,successful,null
20665,744,third,ago,investment,war,null
77517,457,ready,city,method,safe,null
51665,936,seek,must,book,between,null
76928,428,perform,least,phone,hundred,null
36667,411,son,myself,yet,base,null
4085,684,various,include,among,as,null
55547,960,institution,action,relate,strong,null
1075,18,around,southern,attorney,push,null
4456,770,most,institution,guess,friend,null
4541,259,move,again,both,strong,null
48219,784,serve,pretty,daughter,risk,null
69034,3,strategy,piece,Mr,allow,null
21890,488,heart,conference,standard,letter,null
70073,86,price,on,story,real,null
58588,1,doctor,large,public,buy,null
11033,884,admit,nature,serve,make,null
66424,997,Congress,by,view,skin,null
1143,654,material,avoid,receive,production,null
19541,566,price,avoid,remain,official,null
6775,600,long,save,clear,he,null
39333,626,recent,easy,necessary,man,null
28361,643,social,culture,group,head,null
79386,773,middle,career,instead,arrive,null
46576,128,each,Mr,eye,carry,null
1597,773,industry,music,attorney,American,null
31084,130,war,only,rock,certainly,null
56730,225,environmental,picture,occur,figure,null
472,140,simple,yourself,surface,specific,null
30483,870,son,anyone,number,sister,null
15598,482,herself,by,effort,difference,null
22449,185,one,line,plan,boy,null
38485,337,year,try,always,blood,null
53885,522,site,south,daughter,memory,null
24177,803,majority,career,we,discussion,null
6415,747,art,foot,big,brother,null
43045,607,opportunity,option,simply,Congress,null
53904,297,huge,turn,onto,around,null
7303,370,pay,culture,program,serious,null
70695,637,start,shake,off,election,null
60609,969,girl,important,present,down,null
54083,380,environmental,note,order,sure,null
52436,22,end,do,team,position,null
34834,554,these,either,miss,tonight,null
22971,735,possible,nature,best,pretty,null
62517,242,suffer,common,to,trouble,null
34833,483,report,center,according,free,null
78450,557,now,Republican,more,such,null
57517,276,music,growth,play,from,null
27377,418,deal,as,end,pull,null
51494,38,oil,generation,respond,determine,null
57591,474,always,certainly,clearly,building,null
16849,616,stock,interesting,meeting,design,null
57547,334,science,station,star,few,null
34809,649,movie,happen,good,decision,null
39145,459,lay,interest,office,bag,null
26247,654,great,marriage,pressure,not,null
53127,724,two,scientist,read,move,null
45610,863,radio,activity,poor,rest,null
11221,450,attention,outside,yard,history,null
47399,366,sit,young,report,my,null
41588,452,center,reduce,ever,keep,null
37449,390,could,describe,five,point,null
29481,451,painting,about,can,through,null
45591,972,push,cultural,it,away,null
51768,829,me,form,nor,involve,null
50367,149,security,evidence,you,performance,null
13720,954,hand,let,friend,marriage,null
27776,778,process,too,rule,possible,null
70564,880,tax,order,yeah,quality,null
21296,1,more,cup,water,few,null
41338,817,break,report,total,network,null
52148,555,firm,dog,might,local,null
60895,226,event,leader,building,brother,null
51342,299,sing,him,because,happy,null
5070,114,government,prevent,environment,act,null
73096,117,government,against,they,understand,null
23145,853,hundred,television,personal,age,null
77107,406,young,visit,bar,center,null
70997,266,seven,then,explain,second,null
43954,427,PM,behavior,close,body,null
49069,99,add,like,someone,I,null
50494,719,none,why,you,grow,null
31871,417,chance,likely,event,best,null
60617,251,list,western,focus,again,null
20648,461,into,international,keep,star,null
65242,586,pick,car,hospital,above,null
73686,274,allow,school,I,professional,null
27381,507,leave,event,plan,listen,null
51026,31,center,he,capital,claim,null
67786,706,our,forward,focus,make,null
61610,967,manager,can,wind,people,null
66571,27,argue,relationship,as,fill,null
42604,3,bring,reduce,firm,other,null
3416,639,manage,several,star,develop,null
10753,86,issue,big,while,particular,null
48915,129,coach,even,house,hotel,null
74460,548,scene,knowledge,player,husband,null
43148,401,arrive,medical,tonight,forward,null
49030,332,energy,couple,better,its,null
29012,70,possible,least,them,fall,null
22618,181,contain,lay,fast,smile,null
69824,571,business,away,threat,head,null
15498,179,choose,consumer,letter,city,null
45099,902,box,action,approach,heart,null
55777,150,probably,far,partner,short,null
69948,932,organization,management,among,see,null
21689,156,employee,health,charge,save,null
22787,134,reach,among,read,them,null
22748,834,resource,thing,toward,quickly,null
53313,224,service,magazine,design,space,null
31679,804,only,forward,commercial,recently,null
18382,622,little,rise,blood,seem,null
63788,886,attention,arrive,cover,most,null
39808,670,discuss,institution,protect,throughout,null
56172,185,power,report,deep,sport,null
54199,967,hold,animal,woman,land,null
52302,253,body,our,themselves,structure,null
9200,215,true,ahead,compare,weight,null
48909,167,red,suggest,part,degree,null
14151,584,her,forget,check,practice,null
48725,527,large,list,wind,they,null
68539,435,ago,look,personal,network,null
72410,543,state,join,statement,color,null
55229,884,decide,product,significant,heart,null
12707,403,reach,happy,group,eat,null
44815,538,think,not,situation,participant,null
3081,997,investment,peace,cell,grow,null
44362,617,might,indicate,unit,prepare,null
76920,214,common,thank,explain,good,null
419,750,tough,shake,serious,rather,null
54864,642,to,management,sign,decision,null
72088,698,into,beat,Democrat,three,null
42404,915,high,everybody,clearly,soldier,null
44479,852,business,store,financial,hundred,null
31357,709,participant,girl,turn,past,null
18772,416,open,daughter,of,enough,null
22137,424,nor,discuss,front,baby,null
11231,478,good,involve,decide,open,null
2369,482,office,him,market,least,null
26333,232,ever,husband,discussion,church,null
58246,961,agree,suddenly,night,evening,null
69939,467,modern,who,per,team,null
74347,195,box,four,because,represent,null
74811,752,business,per,might,speech,null
21147,801,author,follow,candidate,spend,null
64492,488,rather,human,before,activity,null
29972,366,cause,consider,reach,method,null
45822,56,other,Mrs,cold,about,null
27064,908,value,sport,fund,recently,null
44697,134,piece,create,near,perform,null
1250,52,effect,stage,discover,direction,null
77169,604,turn,huge,movement,some,null
6866,999,sound,up,girl,analysis,null
9562,146,fast,growth,budget,down,null
13624,625,buy,notice,then,red,null
27123,72,truth,after,call,whatever,null
14654,226,research,should,trip,sea,null
7468,339,training,alone,program,oil,null
30798,34,office,long,safe,drop,null
47131,160,head,admit,chance,company,null
68752,85,discover,democratic,character,participant,null
20149,559,ask,second,drug,event,null
75097,337,model,around,east,suffer,null
70559,211,yard,foot,majority,administration,null
74714,379,treatment,condition,culture,next,null
3761,425,skill,interesting,beyond,guess,null
78990,740,wish,positive,Mrs,director,null
48567,653,part,road,phone,matter,null
22265,459,agree,we,address,probably,null
75588,385,air,how,hot,travel,null
49777,376,month,analysis,career,better,null
12315,275,society,fact,energy,education,null
21067,885,serve,guess,point,build,null
14313,982,story,trip,join,what,null
65041,930,senior,until,more,impact,null
33694,939,continue,rule,expert,report,null
66114,850,source,family,item,keep,null
66269,210,couple,tax,with,peace,null
46399,861,many,size,rich,really,null
36302,179,forward,whom,ability,item,null
13183,985,first,area,about,suffer,null
56704,385,move,cold,early,center,null
63681,298,can,son,agreement,focus,null
59404,781,support,guess,executive,different,null
26553,419,election,participant,well,almost,null
13479,700,training,also,power,generation,null
77099,571,development,all,he,drop,null
20660,365,page,financial,huge,article,null
280,196,relationship,kid,manager,pretty,null
67944,198,man,TV,skin,growth,null
22350,636,memory,war,establish,page,null
67175,563,rule,very,physical,as,null
67372,992,country,nice,democratic,child,null
55209,242,those,long,speak,save,null
60423,834,guess,increase,week,charge,null
61615,383,others,while,ok,audience,null
58276,679,performance,rise,trip,attack,null
79666,811,ability,by,official,order,null
12332,234,represent,draw,human,probably,null
18758,218,probably,region,a,action,null
73111,803,these,black,body,at,null
20271,501,plant,high,leave,firm,null
47494,113,administration,create,receive,general,null
30549,70,cultural,car,reality,cover,null
63129,644,team,experience,past,wear,null
52871,653,well,traditional,think,moment,null
58275,283,fire,kind,sometimes,type,null
74931,401,work,task,officer,follow,null
39824,529,well,against,old,of,null
38053,526,threat,eight,father,develop,null
59267,850,add,truth,brother,skill,null
79157,185,almost,health,option,Mrs,null
67377,309,stuff,your,coach,woman,null
40142,875,meeting,who,not,box,null
77137,502,take,up,of,challenge,null
2370,817,section,certain,carry,almost,null
35854,915,sister,over,five,ago,null
69101,242,eight,show,anyone,positive,null
52258,599,that,chance,run,catch,null
43943,877,both,blue,like,side,null
73026,485,day,begin,how,official,null
16128,655,notice,itself,office,less,null
21571,606,goal,name,somebody,push,null
38878,484,act,attorney,successful,begin,null
6329,680,successful,whatever,probably,management,null
12015,320,car,similar,determine,occur,null
3513,284,of,day,century,while,null
71560,659,but,financial,run,good,null
30893,773,science,coach,realize,which,null
77437,977,total,issue,edge,easy,null
16886,613,life,audience,woman,laugh,null
46129,166,father,model,manager,inside,null
10545,86,movement,way,seven,little,null
8796,750,somebody,our,nation,herself,null
49695,298,possible,protect,oil,dark,null
40549,873,reflect,tend,tell,most,null
22795,509,value,right,lot,magazine,null
47679,475,so,next,treatment,strong,null
58906,658,move,left,affect,stock,null
80235,192,simple,threat,think,mouth,null
62796,63,present,then,require,address,null
27830,786,agent,quality,buy,specific,null
31918,861,yet,bring,tend,receive,null
74061,658,none,mission,serious,Republican,null
15669,391,successful,matter,across,similar,null
74030,877,great,lawyer,prepare,all,null
17177,865,business,itself,industry,discuss,null
17226,206,occur,beautiful,candidate,approach,null
52792,338,marriage,finish,card,very,null
54199,561,sort,conference,eight,over,null
4817,290,than,line,building,knowledge,null
51505,298,baby,fall,myself,let,null
8101,649,find,end,similar,despite,null
46152,997,mouth,group,country,government,null
8783,247,owner,language,provide,rock,null
53205,22,total,price,force,clear,null
36645,50,international,ready,agreement,event,null
19240,555,training,expect,support,address,null
14051,212,firm,rock,kind,letter,null
68544,667,toward,deep,herself,together,null
23913,786,huge,bad,cost,before,null
519,844,animal,sure,actually,although,null
51368,523,a,second,someone,arrive,null
28804,854,ground,main,himself,right,null
76793,101,kitchen,treatment,market,manage,null
37005,287,leg,player,easy,meet,null
3216,707,sometimes,final,check,coach,null
61793,737,president,herself,front,effort,null
50315,723,wind,herself,general,inside,null
58079,88,then,table,paper,like,null
19157,216,model,before,drug,show,null
76683,393,city,least,perform,our,null
75188,423,he,know,marriage,door,null
55414,530,candidate,growth,including,positive,null
67650,71,approach,since,low,three,null
11875,468,find,game,really,Mrs,null
29225,576,here,surface,everything,already,null
25418,13,major,less,law,reflect,null
21582,974,possible,fact,view,point,null
9265,776,information,foreign,high,describe,null
66437,290,speech,large,traditional,improve,null
52873,583,pretty,reflect,wear,our,null
38834,320,drop,others,rule,quality,null
58771,398,look,back,open,animal,null
11758,113,likely,most,him,individual,null
30812,637,big,important,to,American,null
30871,853,fund,now,analysis,surface,null
47717,772,and,key,behavior,side,null
13453,933,health,child,follow,everyone,null
19011,779,herself,great,western,money,null
19551,676,century,week,generation,possible,null
11800,762,skill,choice,field,by,null
43714,118,show,it,enjoy,bar,null
50761,220,seat,far,hand,source,null
429,384,image,theory,guess,into,null
25098,731,to,season,beyond,east,null
75168,293,look,trip,than,TV,null
52399,375,she,image,player,only,null
48079,458,step,value,inside,among,null
44809,766,idea,book,film,weight,null
907,674,bring,stage,travel,house,null
80070,698,physical,little,space,under,null
72222,93,feel,cup,wife,pass,null
30440,327,picture,plan,since,ahead,null
4344,817,name,industry,approach,first,null
44278,745,to,sure,apply,kitchen,null
859,8,return,continue,sound,student,null
12821,502,admit,product,matter,paper,null
62172,704,rate,its,expect,play,null
48892,817,sea,seek,hope,to,null
45618,589,north,rich,dinner,century,null
49278,920,whether,set,strong,picture,null
31344,416,perform,game,assume,along,null
69655,221,support,natural,but,theory,null
18771,79,such,attorney,idea,majority,null
35045,69,bill,seek,inside,poor,null
40115,212,other,hand,seek,much,null
40363,249,fire,last,executive,market,null
53947,348,degree,election,than,difficult,null
73874,927,measure,place,short,soldier,null
55680,311,north,page,traditional,why,null
10315,269,quickly,third,child,sense,null
44319,192,hope,step,test,debate,null
79596,621,cup,war,add,ball,null
45260,190,teacher,safe,apply,difference,null
5819,794,Republican,kid,goal,difficult,null
34613,17,place,political,defense,discover,null
23756,306,mother,loss,something,out,null
56424,949,partner,employee,case,along,null
71027,867,bar,door,skill,conference,null
74749,333,evidence,term,adult,success,null
47985,720,development,great,worker,scene,null
75164,406,establish,during,would,great,null
1165,820,mind,pattern,quite,art,null
38649,743,catch,current,imagine,peace,null
58594,683,tell,least,person,alone,null
8461,608,study,machine,population,let,null
55688,869,street,myself,yet,firm,null
14693,319,space,career,apply,themselves,null
1755,20,available,ability,the,note,null
77826,216,attention,think,eat,price,null
68766,592,up,hospital,picture,property,null
31289,216,model,write,seek,law,null
22817,190,stock,smile,me,student,null
56591,321,investment,rest,task,house,null
79498,195,hour,term,way,begin,null
61633,52,growth,herself,indicate,drive,null
14503,546,process,for,wear,week,null
60599,981,paper,get,thousand,bag,null
64213,884,power,long,indeed,part,null
73448,643,speak,according,power,else,null
47902,303,become,reduce,but,agency,null
66609,228,author,air,likely,develop,null
78877,824,piece,one,whole,usually,null
3627,732,purpose,performance,nice,cold,null
52363,69,provide,whole,treatment,wide,null
60187,129,hand,off,measure,also,null
75113,938,green,from,local,grow,null
47693,296,market,discover,find,through,null
77882,447,southern,type,already,particularly,null
65183,578,area,population,become,traditional,null
64965,902,great,good,likely,pretty,null
65920,725,put,sister,place,value,null
71789,181,risk,seven,market,less,null
48159,210,us,prevent,beyond,yourself,null
31466,16,card,stop,fall,bring,null
68503,521,he,company,place,close,null
16166,915,measure,least,rate,positive,null
26590,694,media,safe,feel,cultural,null
71568,653,enough,continue,sit,ask,null
40902,961,car,tell,yes,or,null
61599,403,south,accept,fine,at,null
71742,295,increase,cause,order,point,null
19034,232,listen,window,drive,officer,null
74938,302,meet,relate,set,fine,null
57158,95,audience,air,too,so,null
51317,133,become,yeah,even,machine,null
9026,388,wish,laugh,instead,like,null
29665,245,news,total,guess,partner,null
23796,21,dog,across,democratic,much,null
37778,511,wide,feel,successful,buy,null
34353,266,minute,impact,writer,over,null
77156,804,appear,understand,class,if,null
51809,414,social,according,forward,condition,null
53138,183,ask,power,set,base,null
38362,362,generation,success,happy,economic,null
71705,418,peace,five,both,science,null
76125,934,bill,thank,authority,civil,null
64019,155,here,I,serious,today,null
41755,665,however,laugh,end,class,null
73719,320,two,agree,day,develop,null
19396,790,indicate,industry,for,side,null
73641,414,life,discover,girl,continue,null
46628,527,pay,kitchen,minute,purpose,null
46883,162,significant,front,character,spring,null
66215,880,assume,cause,deep,case,null
42650,282,body,exist,machine,also,null
16332,430,Congress,above,instead,show,null
18353,796,board,say,market,difficult,null
52657,667,worker,information,interview,chance,null
27433,52,note,down,either,course,null
43149,936,pull,general,only,market,null
34965,706,argue,explain,concern,my,null
24448,588,institution,such,whose,attack,null
63229,387,economy,anyone,whose,successful,null
61551,543,least,life,nearly,provide,null
46937,262,event,reach,student,statement,null
38417,700,traditional,space,strong,address,null
61916,490,TV,a,including,even,null
1562,746,attack,vote,trip,protect,null
60371,395,too,line,general,among,null
44913,803,cover,example,best,day,null
45370,288,include,population,product,future,null
37075,430,spring,word,world,answer,null
68913,531,mouth,president,person,exactly,null
26844,451,simple,race,rule,quality,null
79569,705,head,short,voice,same,null
56922,587,about,explain,woman,first,null
35763,700,enter,religious,wide,us,null
25919,212,yes,method,church,either,null
20354,778,probably,decade,finish,foot,null
72444,91,rock,particular,research,get,null
16837,44,born,summer,behind,yard,null
45720,443,south,what,drop,dog,null
15115,411,why,view,better,owner,null
8415,685,value,miss,law,seek,null
73799,633,eight,culture,collection,class,null
7948,964,federal,believe,sea,give,null
27015,264,table,tough,story,air,null
68807,403,recently,article,with,hot,null
65528,49,ask,only,do,physical,null
45619,90,media,foot,before,than,null
7847,313,right,seem,interview,example,null
175,326,matter,treatment,choose,also,null
1061,256,season,great,wide,with,null
64865,999,door,compare,hard,drive,null
47152,705,offer,shake,data,well,null
30493,149,so,phone,understand,anyone,null
36265,362,under,probably,a,court,null
64001,34,study,occur,blood,personal,null
39094,856,catch,price,assume,memory,null
46392,342,only,work,head,teach,null
5180,153,so,floor,cover,amount,null
23933,514,enough,manage,head,last,null
33138,246,able,develop,speech,traditional,null
21314,716,west,region,kind,trip,null
472,305,account,president,design,bed,null
59400,53,brother,while,address,help,null
39933,443,occur,gun,them,body,null
49565,677,free,some,anyone,explain,null
39646,751,eye,today,already,become,null
5117,28,so,religious,subject,thousand,null
322,966,spring,stay,music,artist,null
60998,185,great,choose,any,choose,null
55485,282,find,middle,while,kitchen,null
1979,858,another,couple,certain,well,null
22509,118,toward,human,end,charge,null
5851,381,area,throw,fight,many,null
30978,561,character,name,source,serve,null
76839,759,size,fight,new,success,null
12486,21,behavior,them,main,think,null
2728,934,office,east,reflect,group,null
67495,332,subject,over,center,early,null
17267,236,book,cut,might,probably,null
13320,526,find,sister,wall,let,null
29771,170,example,little,campaign,trade,null
19900,656,interest,performance,effort,find,null
19101,281,possible,bill,pressure,present,null
69543,904,possible,else,focus,seven,null
30321,470,church,support,account,lawyer,null
17062,6,recent,subject,might,whether,null
78681,74,carry,poor,page,trial,null
45162,496,fund,world,arrive,sister,null
69808,416,brother,rock,trial,evidence,null
68810,26,series,fight,last,bring,null
18680,877,north,tax,myself,mother,null
61636,728,exactly,church,staff,show,null
40818,753,board,individual,go,better,null
60879,532,site,yourself,trial,boy,null
62491,368,case,perform,degree,hot,null
77215,458,relate,and,customer,still,null
2096,290,this,collection,teacher,soon,null
77179,822,coach,rock,foot,rock,null
75127,82,sign,later,hundred,develop,null
44559,195,idea,range,on,bit,null
36706,45,decide,analysis,answer,step,null
46576,225,yard,beyond,series,position,null
71037,168,recognize,could,card,policy,null
20128,40,whatever,air,what,kind,null
48710,166,for,business,fill,change,null
5581,308,both,nation,bad,industry,null
34413,636,growth,change,leader,ground,null
42276,95,understand,range,mouth,sound,null
17865,108,concern,effect,outside,per,null
45766,467,order,never,husband,bank,null
71395,709,behavior,style,practice,yet,null
18706,162,party,more,leave,eye,null
76749,448,tonight,community,player,wall,null
33116,42,ahead,reveal,coach,cut,null
44552,973,process,institution,join,challenge,null
60423,248,information,agency,off,responsibility,null
45278,33,push,politics,chair,then,null
63902,621,probably,boy,technology,play,null
6030,518,region,police,issue,main,null
40770,919,successful,glass,reflect,relationship,null
17183,821,side,leave,person,adult,null
19246,16,board,voice,understand,cause,null
11801,618,hold,phone,develop,go,null
3050,678,name,although,beat,indeed,null
139,647,want,eat,office,every,null
49364,780,stand,how,field,compare,null
5239,267,maintain,position,indeed,time,null
17537,303,door,wrong,tell,near,null
73965,580,ready,investment,direction,loss,null
63787,181,development,everything,new,nice,null
69866,438,walk,training,figure,government,null
25679,527,fire,production,study,simple,null
62133,983,question,save,on,national,null
22816,877,common,hundred,attention,prevent,null
36818,137,morning,generation,hundred,six,null
2267,10,thousand,sure,impact,black,null
32072,781,pass,investment,series,rate,null
74256,862,step,always,rate,benefit,null
32671,880,ask,market,very,political,null
42112,255,into,kid,series,smile,null
75812,199,process,since,environment,child,null
65515,865,machine,situation,where,capital,null
26210,209,a,than,administration,back,null
61051,126,size,early,road,story,null
54899,745,apply,book,score,I,null
6070,974,charge,organization,next,remember,null
79690,447,buy,reveal,thousand,natural,null
11634,525,full,program,with,office,null
51792,952,citizen,site,area,ground,null
63641,543,wear,know,economy,perhaps,null
37752,506,experience,space,agree,weight,null
4943,585,drive,anyone,now,indicate,null
31160,491,four,hour,environment,month,null
18852,517,spring,represent,economy,business,null
22306,860,prevent,section,sport,figure,null
48938,894,great,page,project,wife,null
16940,762,never,head,so,sometimes,null
68357,618,do,environment,short,bed,null
36923,552,second,sort,model,spring,null
14604,319,teacher,home,clearly,career,null
29311,76,magazine,physical,like,state,null
45453,802,deep,let,ground,country,null
16349,706,thank,summer,join,leader,null
15143,235,late,computer,must,particular,null
53129,495,away,college,southern,stuff,null
77244,797,choice,behavior,reflect,civil,null
45244,485,low,find,too,ball,null
58807,749,administration,all,rate,of,null
70109,741,song,including,assume,purpose,null
57018,629,treat,medical,say,my,null
59910,78,success,experience,home,affect,null
69488,731,soldier,never,read,there,null
53362,348,much,quality,as,region,null
17747,817,position,matter,with,arrive,null
20358,140,can,heart,concern,economy,null
18635,914,cost,space,interest,employee,null
52463,868,notice,ability,wife,thank,null
7443,128,blood,hundred,Mrs,teacher,null
39688,972,source,gun,impact,yard,null
56873,38,child,war,tell,mind,null
28913,65,fly,nearly,state,control,null
50629,137,tell,night,next,amount,null
18933,943,so,lawyer,record,drug,null
42515,815,run,father,grow,student,null
5488,315,onto,television,so,crime,null
78039,970,box,glass,physical,watch,null
49781,300,artist,continue,data,would,null
22329,676,vote,feeling,travel,president,null
1060,112,skin,plant,someone,system,null
12153,153,amount,least,sea,fine,null
48337,225,particularly,letter,itself,product,null
54116,47,one,doctor,believe,produce,null
5299,878,ago,include,tough,last,null
5469,552,spring,win,so,paper,null
74253,722,church,loss,conference,themselves,null
30665,993,those,wait,never,method,null
64029,885,she,hit,build,blue,null
68156,726,offer,deep,past,seem,null
54520,591,child,high,once,allow,null
41823,377,brother,picture,professional,picture,null
75202,913,respond,performance,threat,add,null
71321,676,reduce,billion,police,call,null
28517,636,leader,region,share,hair,null
74029,441,beautiful,visit,ok,audience,null
8006,187,miss,sure,million,huge,null
45674,363,what,stay,show,information,null
50016,767,rather,short,every,year,null
3223,856,itself,challenge,bit,account,null
61486,359,sell,physical,federal,happy,null
13130,438,social,marriage,research,everything,null
50162,172,north,leg,choice,throughout,null
70173,48,continue,any,this,especially,null
77755,250,bank,fight,enough,few,null
22547,330,involve,and,ago,it,null
31107,917,president,try,a,store,null
37980,454,also,by,know,call,null
59031,736,campaign,pattern,same,start,null
7232,847,hot,different,individual,born,null
57132,50,design,suggest,camera,TV,null
40137,400,fire,dinner,quickly,case,null
34644,692,indeed,ahead,development,appear,null
7411,490,own,place,my,adult,null
65681,553,note,clearly,billion,later,null
28030,519,news,a,executive,specific,null
59392,317,else,authority,in,instead,null
64951,177,maintain,rich,choice,let,null
5768,570,left,head,many,girl,null
10956,887,rest,when,set,spend,null
12518,610,interest,country,stay,set,null
60560,871,my,college,top,short,null
66538,120,research,black,either,treat,null
