526,forward,172
527,black,698
528,despite,248
529,reach,163
530,friend,762
531,among,866
532,agreement,106
533,action,446
534,stop,933
535,wish,988
536,find,388
537,she,826
538,pick,994
539,front,556
540,listen,932
541,include,838
542,form,302
543,inside,564
544,at,260
545,attack,729
546,white,489
547,free,323
548,plant,103
549,lose,213
550,brother,668
551,enough,326
552,dinner,41
553,still,28
554,prepare,11
555,star,806
556,vote,948
557,occur,303
558,trip,744
559,rise,611
560,manager,328
561,recently,461
562,heart,401
563,event,321
564,cover,409
565,number,65
566,despite,66
567,food,936
568,decide,325
569,employee,994
570,herself,616
571,beat,994
572,ten,467
573,fast,115
574,behind,257
575,some,221
576,line,804
577,believe,633
578,reach,797
579,paper,913
580,question,556
581,group,889
582,yeah,705
583,dream,481
584,in,678
585,food,365
586,analysis,266
587,generation,188
588,culture,555
589,free,213
590,structure,315
591,throw,204
592,particular,253
593,walk,370
594,will,84
595,floor,840
596,else,288
597,good,92
598,blood,772
599,off,459
600,population,93
601,particular,668
602,surface,589
603,pick,659
604,best,348
605,election,964
606,discussion,233
607,again,400
608,system,990
609,either,315
610,interest,43
611,baby,336
612,executive,192
613,ok,325
614,trip,812
615,avoid,868
616,shoulder,593
617,bad,915
618,age,944
619,prove,311
620,action,252
621,fill,343
622,social,104
623,structure,558
624,her,627
625,minute,593
626,manager,827
627,travel,611
628,town,95
629,class,251
630,blood,226
631,more,21
632,star,828
633,stuff,250
634,generation,412
635,ball,75
636,Mr,275
637,reduce,565
638,consumer,889
639,country,73
640,stand,747
641,citizen,77
642,chance,23
643,term,651
644,tree,11
645,front,298
646,focus,769
647,both,812
648,security,368
649,my,506
650,they,481
651,wide,884
652,play,880
653,finally,158
654,card,104
655,wall,514
656,design,797
657,change,815
658,offer,336
659,whether,79
660,seven,522
661,almost,973
662,state,682
663,four,178
664,tend,184
665,weight,795
666,price,154
667,summer,145
668,remember,842
669,what,887
670,on,328
671,though,313
672,yet,110
673,skin,727
674,road,527
675,describe,855
676,could,942
677,firm,617
678,lead,301
679,note,130
680,coach,916
681,anything,212
682,send,146
683,training,559
684,region,933
685,end,740
686,entire,33
687,star,799
688,attack,324
689,rest,841
690,likely,925
691,system,639
692,law,824
693,often,689
694,enough,929
695,number,567
696,leg,861
697,today,967
698,note,765
699,long,707
700,activity,211
701,individual,183
702,think,307
703,ground,444
704,Congress,551
705,evening,162
706,mention,50
707,agent,732
708,student,883
709,race,684
710,worker,254
711,keep,259
712,own,797
713,after,66
714,assume,699
715,role,987
716,hear,458
717,particularly,828
718,certainly,441
719,personal,563
720,car,257
721,certainly,555
722,event,450
723,them,872
724,factor,551
725,information,465
726,organization,12
727,institution,406
728,consider,857
729,position,347
730,behind,176
731,east,265
732,mention,498
733,account,25
734,cost,813
735,newspaper,662
736,free,956
737,month,427
738,walk,1000
739,range,585
740,wife,20
741,left,64
742,wonder,709
743,rich,364
744,purpose,594
745,side,142
746,draw,608
747,edge,129
748,form,142
749,miss,266
750,right,849
751,measure,284
752,down,408
753,seem,578
754,itself,411
755,green,177
756,opportunity,628
757,popular,92
758,what,240
759,should,498
760,whose,8
761,ready,182
762,face,542
763,race,325
764,discuss,513
765,anything,915
766,will,665
767,away,943
768,source,449
769,much,953
770,quite,703
771,understand,655
772,home,749
773,collection,232
774,much,245
775,space,321
776,structure,507
777,use,704
778,Democrat,491
779,forget,980
780,fire,231
781,room,730
782,firm,423
783,time,346
784,old,574
785,hot,626
786,company,929
787,science,746
788,science,940
789,since,670
790,majority,282
791,phone,996
792,bed,662
793,total,225
794,candidate,50
795,watch,944
796,police,74
797,my,782
798,own,524
799,huge,661
800,control,899
801,clearly,378
802,enough,164
803,last,524
804,director,785
805,year,812
806,over,905
807,serve,209
808,sometimes,320
809,stay,306
810,area,710
811,miss,307
812,responsibility,870
813,indeed,566
814,series,381
815,public,170
816,happen,719
817,if,719
818,myself,755
819,through,476
820,community,609
821,off,88
822,show,877
823,amount,127
824,need,919
825,believe,621
826,system,984
827,especially,527
828,production,585
829,blood,387
830,example,181
831,since,160
832,while,257
833,because,437
834,chair,223
835,stand,965
836,practice,584
837,thousand,737
838,receive,776
839,right,802
840,school,54
841,beat,507
842,light,698
843,today,404
844,window,735
845,effect,653
846,today,357
847,idea,394
848,yard,528
849,suffer,866
850,well,169
851,lead,558
852,industry,748
853,community,42
854,where,537
855,gas,93
856,left,828
857,card,262
858,prevent,644
859,when,104
860,method,274
861,difference,755
862,call,935
863,lawyer,86
864,plant,983
865,none,999
866,issue,143
867,where,993
868,buy,795
869,recent,632
870,find,863
871,fall,991
872,energy,676
873,human,704
874,so,718
875,operation,84
876,above,456
877,customer,872
878,newspaper,947
879,leg,247
880,particular,995
881,against,872
882,allow,392
883,product,963
884,police,822
885,eight,926
886,thing,444
887,ever,407
888,design,169
889,consumer,932
890,feel,334
891,choose,449
892,occur,130
893,deep,638
894,explain,931
895,foreign,500
896,pay,983
897,sometimes,218
898,enough,123
899,there,442
900,result,616
901,likely,547
902,strong,419
903,traditional,932
904,table,121
905,top,677
906,concern,303
907,offer,285
908,heavy,255
909,military,388
910,kitchen,768
911,total,573
912,campaign,5
913,specific,983
914,detail,195
915,own,542
916,until,450
917,identify,593
918,democratic,22
919,federal,32
920,talk,643
921,box,997
922,well,621
923,surface,249
924,agent,856
925,buy,267
926,outside,212
927,small,178
928,add,292
929,offer,152
930,fine,556
931,represent,206
932,sort,280
933,shake,319
934,range,600
935,century,776
936,bad,257
937,month,853
938,hour,700
939,page,458
940,support,811
941,foreign,882
942,leave,829
943,most,876
944,research,997
945,heavy,173
946,son,559
947,newspaper,366
948,game,503
949,a,431
950,candidate,877
951,letter,125
952,serious,788
953,listen,214
954,hard,585
955,focus,901
956,notice,393
957,inside,210
958,group,291
959,stay,831
960,side,111
961,result,926
962,owner,827
963,mind,25
964,budget,121
965,raise,583
966,whose,766
967,huge,14
968,idea,559
969,Democrat,304
970,onto,989
971,about,691
972,fall,780
973,prove,742
974,piece,997
975,seven,665
976,upon,140
977,single,77
978,themselves,513
979,should,383
980,much,587
981,decide,825
982,wind,319
983,main,448
984,plant,516
985,they,694
986,nation,366
987,issue,777
988,write,542
989,size,332
990,seem,1
991,focus,127
992,scientist,453
993,conference,736
994,listen,461
995,president,359
996,relate,313
997,nice,553
998,decade,409
999,here,348
1000,never,802
1001,about,749
1002,resource,700
1003,improve,586
1004,particularly,505
1005,last,116
1006,interview,664
1007,great,940
1008,traditional,387
1009,pretty,392
1010,pattern,209
1011,similar,571
1012,scene,4
1013,water,285
1014,smile,651
1015,author,613
1016,mind,740
1017,skill,903
1018,end,757
1019,push,850
1020,range,746
1021,fill,524
1022,professional,204
1023,against,946
1024,investment,473
1025,set,616
1026,professional,855
1027,clearly,530
1028,property,419
1029,start,960
1030,write,763
1031,industry,730
1032,stay,313
1033,expect,720
1034,throughout,175
1035,could,461
1036,speak,635
1037,back,685
1038,teacher,544
1039,stand,203
1040,point,369
1041,action,539
1042,happy,4
1043,while,695
1044,everything,399
1045,success,594
1046,section,437
1047,its,994
1048,TV,415
1049,reveal,345
1050,off,882
1051,floor,637
1052,civil,599
1053,maintain,998
1054,there,752
1055,event,717
1056,memory,920
1057,condition,991
1058,manage,767
1059,Mrs,70
1060,answer,505
1061,experience,764
1062,Mrs,254
1063,billion,656
1064,size,991
1065,performance,665
1066,knowledge,298
1067,available,645
1068,hear,22
1069,audience,417
1070,realize,739
1071,level,645
1072,again,160
1073,community,649
1074,movement,798
1075,see,960
1076,young,407
1077,color,802
1078,rock,277
1079,better,867
1080,interest,183
1081,provide,786
1082,risk,76
1083,fact,835
1084,point,795
1085,fly,620
1086,detail,11
1087,news,358
1088,despite,935
1089,economic,271
1090,various,818
1091,goal,726
1092,exist,422
1093,authority,895
1094,bad,702
1095,say,558
1096,then,311
1097,whether,156
1098,necessary,474
1099,reason,853
1100,home,266
1101,management,497
1102,much,174
1103,open,479
1104,since,523
1105,appear,47
1106,concern,278
1107,finish,523
1108,read,101
1109,simple,763
1110,sell,605
1111,teacher,433
1112,only,72
1113,expect,364
1114,heart,69
1115,poor,673
1116,sister,454
1117,each,21
1118,including,169
1119,option,520
1120,instead,728
1121,consider,969
1122,member,166
1123,strategy,708
1124,event,96
1125,trial,412
1126,popular,652
1127,girl,706
1128,sense,283
1129,doctor,620
1130,evening,312
1131,poor,214
1132,seat,541
1133,election,213
1134,three,243
1135,recent,908
1136,allow,342
1137,together,276
1138,way,71
1139,trouble,77
1140,prevent,716
1141,interesting,851
1142,free,933
1143,without,536
1144,lay,675
1145,worker,378
1146,sort,480
1147,energy,524
1148,stock,572
1149,exist,755
1150,customer,51
1151,baby,173
1152,process,305
1153,sign,669
1154,company,753
1155,truth,731
1156,particularly,835
1157,life,570
1158,party,277
1159,white,365
1160,worker,625
1161,should,758
1162,choose,238
1163,police,402
1164,young,575
1165,everybody,410
1166,machine,177
1167,new,496
1168,commercial,809
1169,certainly,266
1170,start,888
1171,certainly,626
1172,wall,338
1173,senior,734
1174,let,228
1175,herself,265
1176,force,987
1177,society,625
1178,institution,724
1179,effect,251
1180,business,865
1181,serious,677
1182,design,32
1183,serious,873
1184,responsibility,921
1185,focus,890
1186,author,638
1187,born,413
1188,drive,325
1189,industry,951
1190,fund,443
1191,mind,956
1192,without,780
1193,black,255
1194,culture,805
1195,answer,276
1196,around,195
1197,table,75
1198,picture,641
1199,agency,750
1200,visit,170
1201,soldier,892
1202,direction,997
1203,result,594
1204,already,455
1205,miss,596
1206,score,936
1207,newspaper,956
1208,teacher,746
1209,shake,152
1210,very,621
1211,position,969
1212,letter,269
1213,guess,471
1214,recognize,540
1215,third,167
1216,face,142
1217,buy,798
1218,position,142
1219,room,916
1220,consider,733
1221,beyond,452
1222,doctor,370
1223,instead,318
1224,early,770
1225,miss,411
1226,listen,247
1227,huge,119
1228,social,736
1229,concern,212
1230,each,736
1231,eat,698
1232,ten,313
1233,federal,70
1234,maintain,109
1235,officer,234
1236,particularly,407
1237,improve,330
1238,development,505
1239,live,951
1240,senior,103
1241,evening,979
1242,give,192
1243,model,47
1244,personal,57
1245,bring,829
1246,where,612
1247,different,24
1248,bar,911
1249,any,771
1250,administration,222
1251,subject,700
1252,accept,36
1253,toward,507
1254,media,721
1255,front,542
1256,visit,835
1257,identify,742
1258,thus,988
1259,partner,909
1260,field,628
1261,why,453
1262,deal,351
1263,instead,679
1264,collection,858
1265,up,282
1266,thank,121
1267,son,628
1268,race,710
1269,civil,177
1270,student,98
1271,white,228
1272,allow,410
1273,administration,239
1274,impact,507
1275,check,461
1276,under,387
1277,red,769
1278,occur,173
1279,art,997
1280,other,238
1281,hundred,242
1282,environmental,840
1283,case,291
1284,base,474
1285,maintain,561
1286,reach,594
1287,though,399
1288,floor,217
1289,western,463
1290,address,733
1291,also,265
1292,not,339
1293,ask,509
1294,network,608
1295,though,114
1296,carry,932
1297,and,219
1298,worker,81
1299,eye,48
1300,statement,16
1301,buy,817
1302,lay,6
1303,benefit,879
1304,customer,492
1305,ahead,328
1306,money,911
1307,public,393
1308,case,869
1309,size,595
1310,family,295
1311,right,941
1312,technology,201
1313,through,410
1314,dark,164
1315,recognize,902
1316,line,845
1317,in,777
1318,girl,662
1319,program,156
1320,executive,813
1321,ever,936
1322,quality,32
1323,prove,16
1324,eight,397
1325,else,149
1326,as,898
1327,per,681
1328,worry,556
1329,store,59
1330,performance,579
1331,continue,389
1332,hard,261
1333,later,134
1334,point,82
1335,save,474
1336,opportunity,668
1337,pull,861
1338,nearly,311
1339,ask,928
1340,west,15
1341,head,37
1342,officer,550
1343,itself,63
1344,nothing,538
1345,decision,861
1346,seek,133
1347,up,44
1348,not,956
1349,language,281
1350,wide,800
1351,recognize,121
1352,available,443
1353,sell,94
1354,example,195
1355,six,29
1356,popular,512
1357,set,653
1358,soldier,134
1359,baby,763
1360,enter,286
1361,cost,704
1362,big,837
1363,city,866
1364,artist,197
1365,why,679
1366,Democrat,459
1367,top,400
1368,later,338
1369,together,647
1370,another,275
1371,argue,993
1372,public,267
1373,benefit,658
1374,while,651
1375,tax,249
1376,must,252
1377,manager,62
1378,more,603
1379,hospital,958
1380,bit,807
1381,form,605
1382,amount,180
1383,card,359
1384,night,439
1385,alone,620
1386,level,715
1387,red,574
1388,career,654
1389,want,535
1390,indicate,993
1391,source,63
1392,second,927
1393,way,362
1394,us,561
1395,like,423
1396,ago,552
1397,since,205
1398,network,729
1399,expect,902
1400,believe,550
1401,enough,435
1402,such,942
1403,gas,679
1404,bed,72
1405,five,731
1406,already,274
1407,trade,762
1408,if,626
1409,article,739
1410,significant,996
1411,every,771
1412,form,75
1413,simple,258
1414,case,182
1415,ever,1000
1416,study,99
1417,husband,155
1418,surface,61
1419,but,941
1420,total,209
1421,resource,876
1422,fly,439
1423,between,873
1424,large,46
1425,thought,55
1426,else,653
1427,morning,94
1428,onto,935
1429,describe,833
1430,give,526
1431,wind,481
1432,ground,514
1433,Mr,380
1434,step,102
1435,include,321
1436,war,42
1437,pattern,130
1438,medical,545
1439,book,34
1440,carry,454
1441,read,681
1442,teacher,132
1443,list,917
1444,need,405
1445,operation,782
1446,serve,725
1447,three,921
1448,they,904
1449,party,457
1450,science,26
1451,nature,755
1452,north,538
1453,all,277
1454,watch,93
1455,theory,257
1456,film,820
1457,six,334
1458,close,88
1459,decision,310
1460,hospital,36
1461,improve,881
1462,near,394
1463,garden,60
1464,bill,751
1465,it,268
1466,hair,321
1467,card,753
1468,paper,134
1469,attention,267
1470,animal,814
1471,first,390
1472,teacher,827
1473,successful,120
1474,rather,877
1475,none,695
1476,former,312
1477,key,97
1478,fire,436
1479,from,862
1480,head,252
1481,explain,515
1482,gas,571
1483,smile,211
1484,smile,339
1485,nature,946
1486,more,347
1487,across,522
1488,never,803
1489,campaign,401
1490,church,980
1491,free,918
1492,who,599
1493,short,493
1494,gas,108
1495,still,133
1496,generation,669
1497,page,835
1498,authority,460
1499,live,537
1500,far,573
1501,media,737
1502,look,865
1503,while,855
1504,himself,596
1505,within,719
1506,site,533
1507,husband,549
1508,team,31
1509,visit,919
1510,wish,852
1511,bar,299
1512,win,762
1513,particular,161
1514,suddenly,205
1515,arrive,380
1516,center,399
1517,anything,534
1518,need,333
1519,million,100
1520,parent,420
1521,tonight,354
1522,enter,130
1523,step,589
1524,else,67
1525,scientist,45
1526,painting,308
1527,skin,835
1528,ground,819
1529,high,667
1530,year,547
1531,subject,322
1532,question,428
1533,hospital,306
1534,interesting,327
1535,food,362
1536,majority,280
1537,piece,334
1538,grow,767
1539,night,767
1540,movement,533
1541,computer,514
1542,air,9
1543,choose,539
1544,enough,125
1545,right,153
1546,do,325
1547,order,937
1548,cell,745
1549,what,334
1550,budget,804
1551,crime,336
1552,space,587
1553,item,71
1554,wrong,463
1555,should,287
1556,president,492
1557,apply,466
1558,task,935
1559,bit,373
1560,offer,950
1561,responsibility,760
1562,exactly,994
1563,send,390
1564,both,836
1565,democratic,911
1566,every,948
1567,audience,81
1568,project,945
1569,own,593
1570,new,821
1571,put,58
1572,bar,138
1573,top,50
1574,baby,537
1575,study,504
1576,today,590
1577,director,874
1578,question,258
1579,this,803
1580,consumer,252
1581,much,720
1582,training,588
1583,lay,765
1584,age,347
1585,performance,371
1586,hold,965
1587,we,817
1588,throw,659
1589,message,380
1590,see,413
1591,surface,315
1592,federal,476
1593,discussion,613
1594,vote,349
1595,deep,545
1596,piece,520
1597,minute,172
1598,tree,30
1599,way,152
1600,walk,257
1601,easy,704
1602,large,227
1603,local,577
1604,Republican,137
1605,hit,929
1606,off,116
1607,while,190
1608,you,785
1609,current,421
1610,success,962
1611,meet,746
1612,she,635
1613,baby,52
1614,teach,832
1615,though,102
1616,establish,559
1617,involve,698
1618,defense,273
1619,across,732
1620,skin,110
1621,night,210
1622,speech,268
1623,husband,69
1624,my,648
1625,under,585
1626,message,540
1627,ball,657
1628,international,81
1629,power,876
1630,us,75
1631,Mrs,814
1632,style,872
1633,particular,223
1634,pattern,659
1635,large,859
1636,amount,178
1637,he,524
1638,today,883
1639,low,443
1640,according,23
1641,customer,605
1642,firm,377
1643,safe,922
1644,rock,868
1645,quality,499
1646,accept,728
1647,now,827
1648,call,291
1649,term,226
1650,five,913
1651,music,206
1652,very,613
1653,skin,506
1654,four,887
1655,standard,921
1656,of,915
1657,quite,241
1658,owner,436
1659,ok,464
1660,fear,692
1661,never,376
1662,its,558
1663,occur,935
1664,yard,968
1665,tell,194
1666,within,818
1667,national,494
1668,issue,744
1669,player,75
1670,professor,834
1671,party,861
1672,foot,1000
1673,local,263
1674,five,418
1675,catch,207
1676,move,9
1677,life,765
1678,peace,545
1679,challenge,789
1680,oil,390
1681,spring,527
1682,commercial,898
1683,entire,499
1684,provide,79
1685,act,414
1686,language,631
1687,simply,904
1688,recently,523
1689,others,816
1690,although,593
1691,home,599
1692,kitchen,436
1693,interest,42
1694,father,361
1695,would,872
1696,reason,470
1697,want,7
1698,society,195
1699,relationship,984
1700,affect,307
1701,way,713
1702,believe,708
1703,wish,658
1704,believe,6
1705,throughout,554
1706,above,123
1707,identify,842
1708,exist,310
1709,majority,525
1710,expert,909
1711,style,765
1712,station,324
1713,hotel,995
1714,provide,796
1715,so,557
1716,together,661
1717,medical,586
1718,specific,565
1719,great,290
1720,important,539
1721,loss,422
1722,suggest,556
1723,but,963
1724,member,839
1725,hear,950
1726,check,977
1727,just,531
1728,choose,419
1729,affect,618
1730,consider,646
1731,teach,596
1732,ever,316
1733,hold,464
1734,toward,310
1735,care,135
1736,perform,519
1737,stop,455
1738,field,601
1739,itself,144
1740,evening,564
1741,wrong,792
1742,my,998
1743,field,167
1744,sister,259
1745,kitchen,652
1746,rock,10
1747,eye,435
1748,lead,754
1749,government,678
1750,standard,580
1751,white,38
1752,mention,378
1753,dinner,431
1754,senior,412
1755,themselves,289
1756,million,959
1757,interest,675
1758,sense,917
1759,large,770
1760,benefit,686
1761,attack,19
1762,carry,921
1763,design,93
1764,citizen,948
1765,drop,93
1766,show,867
1767,agree,5
1768,board,393
1769,environment,276
1770,clearly,476
1771,media,279
1772,stage,816
1773,bit,801
1774,inside,382
1775,rate,652
1776,several,768
1777,culture,873
1778,they,493
1779,about,788
1780,behind,345
1781,late,398
1782,population,468
1783,approach,823
1784,often,120
1785,discover,496
1786,nor,364
1787,knowledge,149
1788,hand,426
1789,anyone,152
1790,young,19
1791,reach,177
1792,with,834
1793,board,267
1794,simple,377
1795,on,879
1796,respond,131
1797,kind,604
1798,they,806
1799,remain,295
1800,sit,973
1801,by,423
1802,evidence,265
1803,return,962
1804,family,527
1805,country,295
1806,media,758
1807,support,431
1808,student,708
1809,sea,281
1810,toward,444
1811,anyone,344
1812,stop,796
1813,difficult,936
1814,research,498
1815,quickly,221
1816,begin,733
1817,trial,850
1818,in,504
1819,candidate,973
1820,relate,995
1821,line,412
1822,financial,734
1823,rest,436
1824,movie,94
1825,modern,66
1826,west,133
1827,increase,212
1828,business,990
1829,police,154
1830,too,235
1831,measure,748
1832,born,27
1833,church,106
1834,imagine,260
1835,positive,160
1836,western,492
1837,scientist,794
1838,defense,976
1839,computer,102
1840,near,409
1841,even,666
1842,keep,741
1843,six,192
1844,view,855
1845,worry,4
1846,not,92
1847,fight,438
1848,trouble,627
1849,mind,978
1850,property,53
1851,want,563
1852,take,224
1853,off,548
1854,while,433
1855,difficult,356
1856,story,49
1857,song,969
1858,price,668
1859,green,993
1860,traditional,949
1861,mention,106
1862,board,753
1863,across,567
1864,sometimes,696
1865,shoulder,430
1866,really,855
1867,hand,688
1868,with,759
1869,value,122
1870,section,272
1871,example,701
1872,arrive,286
1873,now,184
1874,process,492
1875,less,825
1876,first,813
1877,soon,722
1878,well,879
1879,thousand,49
1880,blood,806
1881,drop,220
1882,movie,694
1883,face,660
1884,expect,90
1885,seat,888
1886,employee,400
1887,its,127
1888,choose,685
1889,case,459
1890,establish,302
1891,day,699
1892,involve,521
1893,option,510
1894,professor,927
1895,piece,403
1896,well,119
1897,article,621
1898,no,875
1899,they,491
1900,politics,109
1901,Mr,153
1902,church,396
1903,young,629
1904,job,928
1905,expect,720
1906,far,207
1907,media,172
1908,safe,534
1909,follow,264
1910,example,427
1911,million,762
1912,difficult,910
1913,moment,958
1914,hold,550
1915,place,296
1916,many,890
1917,effort,505
1918,ground,649
1919,control,917
1920,police,830
1921,song,558
1922,course,935
1923,single,220
1924,up,808
1925,partner,778
1926,rule,639
1927,little,346
1928,nor,882
1929,citizen,498
1930,article,106
1931,mother,9
1932,gas,776
1933,newspaper,747
1934,road,674
1935,central,356
1936,quite,949
1937,sort,907
1938,task,992
1939,vote,726
1940,different,274
1941,forward,58
1942,prevent,554
1943,minute,641
1944,media,451
1945,girl,308
1946,by,779
1947,care,926
1948,very,863
