16524,332,137,reveal,mention,capital,null
16145,214,322,talk,number,perhaps,null
16861,151,452,capital,later,mother,null
15361,610,222,tonight,maybe,account,null
16744,768,194,upon,stock,specific,null
9958,397,245,now,realize,size,null
17122,490,985,treat,task,type,null
11838,220,506,black,both,focus,null
15579,303,569,option,good,culture,null
10437,112,702,finish,see,still,null
9781,556,237,contain,speech,fall,null
15126,799,424,appear,employee,city,null
14138,837,545,short,baby,sister,null
14982,317,574,toward,remember,figure,null
17192,130,184,fast,meet,difficult,null
15245,844,325,quickly,visit,key,null
10777,397,78,agency,including,figure,null
14116,294,940,great,use,put,null
16069,766,427,decision,ask,provide,null
14578,26,884,ago,listen,rule,null
10800,673,929,imagine,somebody,market,null
15834,262,138,media,but,forget,null
17185,123,669,himself,off,professor,null
16639,100,545,investment,among,know,null
14764,897,869,your,claim,why,null
9547,882,425,future,act,sea,null
17806,636,371,those,conference,happy,null
8960,881,721,factor,soldier,class,null
13392,714,76,pressure,though,help,null
12982,192,903,American,center,near,null
11720,395,726,site,himself,bit,null
15493,146,364,money,treat,late,null
14275,725,663,history,he,ever,null
12791,602,65,avoid,movement,fear,null
8862,905,240,bit,program,child,null
13595,206,83,meeting,author,reason,null
14474,469,55,interest,reduce,institution,null
17141,826,991,take,last,bed,null
11239,297,266,stock,hospital,water,null
14315,303,692,wide,interview,can,null
13455,560,310,dog,note,purpose,null
14943,911,65,specific,free,indicate,null
11534,331,399,need,study,us,null
14673,723,69,southern,resource,peace,null
15323,878,154,in,view,theory,null
10122,845,867,side,according,each,null
10258,538,267,than,hundred,cover,null
13475,417,44,side,able,us,null
12534,77,115,past,ground,message,null
17448,94,89,day,minute,none,null
9440,68,372,house,us,when,null
14294,219,370,above,kind,down,null
9445,699,237,special,impact,prove,null
16980,53,887,indicate,media,inside,null
15831,254,362,thing,read,outside,null
10939,766,440,store,end,for,null
10552,908,269,office,now,writer,null
11179,193,282,too,sit,trial,null
8897,37,708,prepare,reach,develop,null
17363,62,837,red,interesting,population,null
16984,812,237,school,current,example,null
15746,398,132,summer,group,kind,null
12476,646,847,expert,deal,important,null
15842,530,193,country,bill,nation,null
11311,876,851,response,energy,contain,null
9587,953,164,quite,grow,black,null
14399,979,492,production,somebody,throughout,null
14998,876,128,by,bit,enter,null
11999,200,356,action,here,begin,null
10439,395,90,inside,city,north,null
12035,740,966,structure,central,hit,null
12668,801,167,image,give,since,null
10168,104,530,live,available,remember,null
12110,680,780,consider,open,near,null
17693,427,345,decade,serve,none,null
9910,680,816,cultural,everyone,raise,null
9448,294,953,why,charge,local,null
16245,595,63,customer,blue,hope,null
17610,123,270,record,order,whether,null
17100,552,108,task,write,property,null
16796,339,191,form,present,make,null
17472,36,126,through,field,computer,null
8877,337,747,college,sure,bed,null
15968,386,360,politics,smile,tax,null
12038,886,653,always,many,second,null
9804,108,822,court,purpose,mission,null
15762,696,203,toward,detail,training,null
15633,853,123,still,easy,herself,null
10704,839,612,table,garden,science,null
14098,112,637,call,democratic,area,null
9048,63,390,area,surface,treatment,null
15810,296,608,without,guess,specific,null
15044,549,474,citizen,race,board,null
9271,108,994,image,action,act,null
16102,730,417,defense,ever,director,null
14951,69,923,almost,role,different,null
9001,397,431,beautiful,hand,theory,null
10463,56,32,miss,degree,someone,null
9112,635,828,close,car,act,null
10881,53,923,sing,already,per,null
10413,452,711,concern,budget,president,null
9126,545,759,our,what,only,null
11035,237,897,field,because,then,null
9050,388,180,political,black,trip,null
16042,972,832,break,bring,land,null
15393,513,420,theory,religious,nation,null
11683,492,347,interesting,note,support,null
13322,94,127,democratic,various,article,null
13411,682,11,sister,everyone,per,null
14300,544,407,really,see,who,null
14103,751,283,shake,easy,house,null
12845,813,224,any,management,others,null
13856,954,416,industry,especially,may,null
12962,928,726,someone,foot,hair,null
9309,92,843,black,begin,cut,null
17804,123,183,staff,start,group,null
13778,4,695,level,state,word,null
12282,411,646,suddenly,send,country,null
13636,135,968,group,scientist,good,null
17533,599,487,never,often,space,null
14851,421,510,purpose,American,every,null
13689,996,541,trial,boy,cold,null
10825,18,340,cold,city,act,null
15473,896,488,hot,first,brother,null
8960,303,597,agree,recent,night,null
11312,174,663,increase,occur,marriage,null
9708,285,291,anything,loss,international,null
13985,62,288,quickly,business,leg,null
13978,475,168,later,year,tonight,null
9671,897,811,series,along,service,null
13295,428,348,matter,political,design,null
15612,493,492,executive,weight,government,null
10423,55,303,painting,material,term,null
17421,385,362,turn,senior,Republican,null
15502,414,493,account,bed,Democrat,null
15950,595,105,argue,hard,player,null
14509,249,728,you,management,improve,null
11307,343,227,only,arrive,difference,null
16008,595,516,catch,because,hour,null
15414,665,251,foot,entire,prepare,null
16770,228,877,color,half,of,null
16035,247,538,age,forget,recent,null
17226,436,331,production,job,apply,null
13960,839,469,authority,sister,find,null
16155,836,504,pull,information,but,null
12515,812,352,ok,million,as,null
10212,324,798,idea,pass,population,null
13422,941,146,suggest,offer,hold,null
12460,272,739,early,far,goal,null
15311,37,396,despite,bed,believe,null
12560,906,803,soon,step,modern,null
16622,211,899,rule,protect,beautiful,null
10631,628,132,positive,bill,successful,null
14049,659,992,appear,reduce,management,null
14803,737,875,bad,teacher,red,null
14353,622,21,threat,traditional,cause,null
9857,85,553,begin,we,government,null
10549,137,142,write,before,catch,null
15431,985,557,know,but,record,null
12618,393,727,world,general,majority,null
14015,312,659,effect,which,few,null
16094,802,392,across,develop,leg,null
17308,525,455,threat,wrong,style,null
14083,656,73,mind,though,camera,null
17063,954,338,debate,cut,finally,null
11762,94,498,beat,region,anyone,null
14490,926,953,why,style,else,null
16511,415,289,all,blue,place,null
14511,608,819,clearly,trip,research,null
13267,49,479,between,well,forget,null
11393,421,982,opportunity,particular,herself,null
11839,148,179,specific,beyond,west,null
13832,6,785,this,both,whole,null
16281,331,190,tonight,radio,year,null
13117,580,566,almost,glass,foot,null
13026,949,455,rise,simple,choice,null
17562,593,393,reflect,anyone,pick,null
12979,374,612,but,clearly,away,null
11979,627,495,PM,suffer,particularly,null
15546,44,712,site,role,environment,null
15507,609,969,especially,language,season,null
17326,969,72,director,gas,certainly,null
14132,307,804,build,compare,foot,null
12616,318,409,successful,animal,painting,null
9064,305,213,cover,wide,our,null
16227,517,573,organization,rate,put,null
15832,209,71,trial,let,when,null
8873,926,411,them,law,account,null
17170,634,740,information,room,black,null
17237,71,788,try,late,each,null
13304,896,929,red,she,expert,null
10905,374,107,position,fly,drive,null
12084,208,561,thing,interest,follow,null
12235,877,642,keep,discover,sign,null
17270,58,149,indeed,appear,learn,null
13468,85,382,sport,deep,sister,null
9322,458,689,number,only,address,null
16811,32,234,threat,its,arm,null
11530,293,663,media,military,the,null
9861,232,287,left,suggest,fear,null
14530,821,857,seem,nearly,yet,null
15467,743,20,wait,stock,perhaps,null
16312,617,859,business,land,food,null
10303,848,98,clearly,call,cultural,null
10960,534,865,walk,position,kitchen,null
9381,645,338,down,go,wait,null
14031,891,404,end,government,health,null
17204,612,664,that,effort,than,null
10898,64,879,indicate,teach,beyond,null
17829,264,360,chair,financial,throw,null
11350,366,696,book,focus,opportunity,null
11089,509,840,I,management,nearly,null
11703,360,298,various,big,challenge,null
13501,38,489,sure,home,paper,null
16465,433,391,sure,focus,newspaper,null
8869,566,561,trouble,level,lead,null
9417,212,170,safe,pay,ball,null
15984,250,473,surface,instead,certainly,null
14349,755,372,game,play,buy,null
11877,471,300,discover,task,role,null
12272,447,214,enter,network,note,null
13783,467,24,high,down,majority,null
17006,466,510,exist,knowledge,not,null
15207,409,755,down,guess,wrong,null
15397,168,836,just,food,cost,null
10795,430,602,business,western,enough,null
15695,856,830,yes,require,director,null
12711,261,948,class,sport,identify,null
14372,833,697,loss,oil,rock,null
11554,785,820,end,floor,national,null
13990,433,355,door,hold,type,null
9700,981,391,fast,professor,among,null
15011,875,125,last,both,peace,null
15596,811,42,local,address,I,null
13118,256,464,simple,city,main,null
16168,751,823,industry,yard,they,null
16141,350,596,perhaps,but,American,null
10508,483,980,admit,fund,fact,null
16392,109,774,fear,hand,entire,null
16254,753,108,let,appear,eight,null
17083,452,976,property,name,important,null
13904,238,192,seem,type,cultural,null
16837,426,12,loss,simply,pretty,null
17564,488,96,several,chair,draw,null
12863,410,551,remember,compare,without,null
10647,639,923,area,condition,great,null
16037,18,603,billion,total,question,null
14266,232,457,offer,beyond,table,null
16975,31,324,compare,modern,bank,null
15208,255,718,treat,throw,American,null
12523,18,220,vote,live,but,null
12358,33,749,as,occur,should,null
15159,827,301,single,debate,look,null
9537,156,691,democratic,service,education,null
12429,490,866,what,idea,girl,null
13795,591,203,these,practice,record,null
16785,741,669,follow,increase,by,null
14592,133,162,customer,offer,we,null
15455,882,12,by,future,raise,null
8905,52,540,different,democratic,high,null
15513,207,822,tell,interest,action,null
11952,93,133,down,water,summer,null
14490,432,682,Congress,rest,success,null
13317,789,976,describe,go,watch,null
15325,5,149,value,agency,loss,null
11947,888,29,who,however,receive,null
13828,494,695,time,those,life,null
16416,856,492,this,federal,fall,null
14646,144,961,six,sure,no,null
13912,970,887,team,plant,compare,null
17380,778,515,thank,social,size,null
16606,380,223,foot,play,traditional,null
12956,25,113,answer,important,experience,null
15190,419,729,source,window,some,null
16810,295,463,total,begin,between,null
13261,113,75,animal,summer,college,null
16540,89,560,claim,space,front,null
11135,548,613,agent,partner,available,null
14980,296,324,speech,bed,space,null
15852,570,790,course,seem,specific,null
9718,648,655,or,ball,billion,null
14196,812,212,must,doctor,reason,null
8929,352,392,behind,continue,international,null
17198,781,147,increase,cold,consider,null
12990,584,198,moment,between,number,null
13731,969,643,follow,entire,capital,null
9173,786,700,week,high,arrive,null
13466,885,478,main,worker,likely,null
14684,839,327,head,identify,example,null
14579,453,929,sign,treatment,then,null
15643,861,60,field,professor,performance,null
12270,994,438,may,behind,week,null
16428,39,638,show,face,nothing,null
14951,96,296,cell,son,interview,null
9390,532,668,sense,determine,expect,null
13049,827,321,question,listen,discuss,null
13670,586,288,hour,court,mean,null
9168,211,948,network,begin,tend,null
16108,454,198,card,cold,matter,null
11944,491,838,sea,raise,color,null
9426,27,899,receive,after,reduce,null
17442,677,714,mission,have,improve,null
10978,45,383,wear,by,different,null
16403,3,604,well,also,than,null
12987,36,216,art,leg,campaign,null
10025,234,283,fly,effect,country,null
17087,679,627,seat,perform,inside,null
14468,300,556,Mrs,area,certain,null
15181,88,649,plant,quickly,opportunity,null
9660,427,975,middle,stay,authority,null
16069,458,744,suggest,owner,behind,null
16386,875,224,explain,book,Mrs,null
13344,953,173,film,claim,should,null
10447,218,72,away,big,TV,null
8920,536,964,of,former,trial,null
16366,468,29,send,record,become,null
15170,823,588,mother,once,western,null
11604,563,315,goal,network,opportunity,null
10806,145,204,how,especially,man,null
10290,904,246,to,travel,girl,null
14007,313,634,practice,card,today,null
15360,873,21,serve,pull,career,null
10058,756,551,hotel,TV,all,null
14677,631,122,production,commercial,particular,null
16893,470,470,rate,fast,car,null
9678,918,51,suddenly,art,skin,null
15641,906,846,we,truth,question,null
12795,877,488,always,all,current,null
12814,916,693,class,will,role,null
12022,989,797,activity,put,figure,null
17944,284,464,throw,agent,rest,null
12047,899,39,resource,administration,natural,null
10560,65,838,open,daughter,head,null
9466,984,705,experience,just,someone,null
11528,116,229,detail,million,almost,null
14755,972,292,model,that,former,null
10486,228,958,former,place,understand,null
11317,435,17,sister,because,expert,null
16341,357,373,full,yard,mission,null
11843,882,89,do,take,onto,null
16555,993,455,involve,just,quickly,null
9297,580,888,town,group,what,null
16967,411,297,want,light,woman,null
9392,461,135,debate,box,main,null
9394,590,816,most,but,environmental,null
11037,41,807,present,amount,enter,null
15575,305,443,stuff,term,step,null
12321,957,735,base,actually,media,null
11180,87,381,reach,pressure,value,null
8836,405,935,guess,same,bed,null
11278,486,234,arrive,modern,let,null
17908,463,348,positive,important,degree,null
12814,144,580,though,live,yourself,null
12737,177,155,beautiful,feeling,great,null
13921,719,946,fly,there,well,null
9429,559,501,establish,law,meet,null
11796,445,586,test,recent,personal,null
9720,732,193,defense,candidate,billion,null
15425,742,24,travel,country,trade,null
12611,519,739,today,bar,able,null
11840,212,885,until,view,do,null
11877,534,259,card,home,himself,null
11098,729,390,hospital,security,race,null
15790,260,626,food,about,again,null
10918,761,614,game,believe,city,null
9893,834,451,inside,cup,body,null
17210,268,254,news,wonder,various,null
11808,784,156,pretty,easy,international,null
14432,269,786,ago,answer,several,null
8952,640,759,drug,laugh,lose,null
16739,403,13,some,rest,case,null
17071,585,304,chance,worry,look,null
9059,17,456,word,after,past,null
15678,401,636,drug,support,team,null
13660,600,270,son,simple,right,null
9095,522,353,lay,many,serious,null
13616,829,688,scientist,different,wear,null
11374,450,675,drive,respond,morning,null
17144,895,744,civil,want,produce,null
16410,516,662,support,town,summer,null
14735,758,775,course,continue,again,null
12642,90,858,democratic,reach,nature,null
9658,139,46,reveal,free,for,null
9588,263,165,avoid,open,course,null
17502,101,620,loss,training,to,null
12136,16,378,show,soon,wish,null
15454,47,440,natural,dog,agency,null
12497,968,480,friend,cell,but,null
13323,822,991,point,alone,prove,null
9199,883,530,accept,listen,short,null
14413,139,507,general,very,us,null
9044,931,380,contain,south,cost,null
11179,57,128,woman,sign,poor,null
17387,827,93,baby,no,discover,null
13701,437,302,last,yourself,agreement,null
11418,794,141,network,compare,century,null
11903,670,607,performance,beyond,region,null
11938,900,134,peace,garden,stage,null
15118,580,527,organization,every,read,null
15386,981,517,add,child,base,null
12276,71,425,far,religious,answer,null
9371,526,859,pick,establish,each,null
10121,938,781,east,court,coach,null
10969,167,34,stop,son,himself,null
11373,265,822,join,bar,evening,null
9334,105,179,accept,fire,describe,null
17889,302,141,coach,general,rule,null
9677,680,297,whole,daughter,especially,null
15369,218,779,little,not,front,null
16458,98,400,save,study,fly,null
12507,865,416,image,strategy,nearly,null
10666,404,703,administration,according,rule,null
15809,202,982,break,hair,candidate,null
16357,834,492,song,degree,federal,null
12225,493,681,example,laugh,quite,null
12703,919,352,decision,just,stop,null
16697,156,150,prevent,magazine,argue,null
15600,995,21,decade,practice,of,null
10100,366,503,lead,large,success,null
13741,850,177,beautiful,data,find,null
16266,532,990,machine,us,age,null
16130,742,903,and,too,expect,null
9794,640,817,because,company,left,null
17707,120,524,interesting,drug,give,null
15663,147,235,top,chance,exist,null
13870,339,22,reflect,party,chair,null
16445,321,437,point,expert,sell,null
13630,262,884,indeed,material,woman,null
15709,627,534,present,raise,brother,null
14371,932,651,ten,bed,various,null
15327,201,903,turn,child,why,null
14701,178,433,allow,plant,back,null
12813,301,388,audience,court,rise,null
16081,907,709,born,couple,wrong,null
16912,935,344,but,why,draw,null
15064,349,890,indicate,arm,evening,null
8840,836,18,training,bad,exactly,null
12953,497,829,staff,firm,drug,null
9519,271,661,decision,admit,have,null
12612,313,795,example,reason,indicate,null
9794,688,168,good,walk,investment,null
14292,576,162,discuss,fall,wear,null
14773,351,218,hand,authority,hard,null
15862,314,143,born,energy,statement,null
12444,82,941,store,participant,want,null
12547,645,751,town,still,have,null
12936,935,620,include,significant,agent,null
13322,955,823,thought,career,form,null
9037,9,201,save,listen,still,null
14234,206,780,nothing,professor,production,null
14331,650,964,design,gas,look,null
11819,795,353,impact,risk,message,null
12798,416,611,per,agreement,attention,null
9821,742,573,lose,same,street,null
17178,834,675,everything,something,believe,null
13542,144,266,including,attention,even,null
16720,772,811,become,stock,nice,null
15262,413,578,mission,establish,method,null
14809,686,732,family,bar,Congress,null
13334,720,822,notice,may,morning,null
11751,878,937,food,view,job,null
11525,93,301,discuss,someone,tax,null
9509,621,104,also,strong,keep,null
12741,368,499,allow,performance,officer,null
14660,163,748,want,wide,him,null
13626,152,935,style,new,understand,null
14163,407,711,country,white,phone,null
17308,920,21,dog,soldier,street,null
16327,642,126,drop,society,let,null
16730,457,892,growth,head,lot,null
12022,251,549,without,power,cost,null
16195,79,633,create,meeting,live,null
15507,502,13,support,reality,free,null
15547,453,761,she,brother,home,null
14599,605,13,final,real,address,null
14052,199,295,generation,medical,add,null
17759,136,110,try,top,focus,null
9644,888,406,different,law,bit,null
16082,379,974,give,eat,program,null
12962,887,360,capital,Mrs,across,null
13247,401,891,adult,wife,expert,null
12328,683,649,financial,after,everything,null
9950,958,411,responsibility,fish,stop,null
10226,874,173,reach,many,involve,null
14133,939,5,message,strategy,weight,null
14881,956,370,determine,research,international,null
13059,207,863,score,have,why,null
9684,498,360,mention,option,mind,null
16085,958,782,sort,catch,plan,null
12715,792,57,hotel,natural,them,null
12547,961,196,finish,piece,fact,null
11659,152,453,site,black,site,null
9889,878,720,example,dog,right,null
11397,618,563,show,American,position,null
17096,329,558,line,near,east,null
17938,786,97,admit,staff,unit,null
17676,620,628,difference,explain,key,null
12729,937,679,PM,husband,kid,null
17766,488,7,final,investment,science,null
10247,433,955,action,hundred,myself,null
17352,747,914,writer,road,theory,null
11920,79,347,guy,while,month,null
10939,142,356,enter,appear,require,null
13506,416,503,up,into,daughter,null
10088,836,600,many,color,five,null
16439,311,20,age,stage,wind,null
12890,684,999,table,third,face,null
14971,652,439,treatment,have,mention,null
13513,354,514,great,want,large,null
13746,149,958,when,they,already,null
16823,340,108,product,thousand,building,null
17451,215,529,conference,management,reality,null
11735,688,334,Republican,imagine,eight,null
17040,665,298,cause,would,line,null
10844,555,564,pull,central,player,null
12828,895,47,involve,article,rate,null
17842,996,335,well,building,safe,null
17667,910,1,sense,kitchen,far,null
13526,181,717,pattern,him,century,null
14299,513,639,this,send,message,null
15685,149,927,contain,see,condition,null
14765,963,95,time,inside,right,null
14567,219,322,public,leave,during,null
14533,287,526,measure,finally,baby,null
12416,6,165,nor,among,key,null
10427,996,565,reach,ok,seem,null
17968,487,874,military,contain,responsibility,null
13695,764,530,particularly,night,trial,null
9367,819,27,work,job,your,null
14031,861,569,operation,responsibility,old,null
16952,262,11,everything,over,produce,null
12009,20,912,away,option,film,null
13769,545,391,last,amount,son,null
17098,573,497,summer,central,thousand,null
11336,913,934,personal,science,offer,null
15267,877,624,administration,nothing,hour,null
10502,799,533,remain,nation,door,null
13120,144,874,near,bank,job,null
14752,160,21,war,dark,program,null
16432,14,292,staff,dinner,again,null
17468,124,846,likely,rich,five,null
10895,624,668,nice,child,kitchen,null
14895,319,761,attorney,upon,all,null
12014,3,295,power,rather,home,null
12092,116,338,data,study,marriage,null
9940,728,450,tend,culture,partner,null
9507,903,305,sort,item,edge,null
15975,35,249,bad,gun,quite,null
9889,348,286,may,art,almost,null
9475,862,378,choice,vote,together,null
16901,995,473,reality,car,would,null
17151,103,318,military,improve,keep,null
13582,594,440,claim,weight,member,null
16827,792,812,site,television,I,null
17241,420,575,goal,fear,four,null
9467,738,958,seek,share,black,null
16194,4,215,student,price,his,null
9137,74,751,field,source,rise,null
16060,762,883,still,art,include,null
17233,685,543,four,contain,cultural,null
8982,344,947,popular,admit,order,null
12335,665,527,image,fill,across,null
14004,411,249,career,exist,seven,null
9143,301,335,decide,sort,big,null
12576,147,120,cause,standard,cost,null
16973,439,431,himself,as,have,null
14951,438,829,performance,moment,house,null
16461,912,13,hit,wind,knowledge,null
15250,532,656,peace,main,camera,null
9959,574,712,crime,father,interview,null
11016,897,136,time,color,employee,null
12172,365,89,investment,whom,among,null
12918,133,528,answer,sound,natural,null
12192,121,767,economic,usually,drug,null
16683,240,969,glass,daughter,international,null
15703,289,293,poor,ten,wrong,null
12374,232,109,away,store,team,null
11460,453,538,drive,per,treatment,null
15747,914,360,three,decision,black,null
13141,259,177,often,computer,coach,null
10187,285,127,church,though,people,null
13985,791,590,alone,imagine,season,null
10597,794,587,camera,send,television,null
16656,865,482,television,year,pay,null
14806,711,27,range,including,environment,null
11530,728,147,as,local,travel,null
9527,711,1,build,state,analysis,null
11992,73,551,seven,ready,each,null
15455,141,509,animal,evidence,economic,null
11201,123,569,door,station,indeed,null
13265,491,542,wife,go,she,null
17531,871,509,line,common,want,null
16679,453,987,only,task,speech,null
9773,78,104,leader,service,watch,null
11637,166,562,pretty,way,floor,null
15416,750,242,coach,food,tough,null
13098,94,299,prevent,head,bar,null
13187,511,38,blue,expert,month,null
15749,477,485,little,for,speak,null
15066,86,544,station,performance,process,null
11652,182,591,age,suggest,get,null
9788,312,175,claim,charge,subject,null
15902,962,39,something,decade,church,null
14410,193,905,paper,same,require,null
10060,942,517,respond,resource,financial,null
11446,28,931,offer,seat,war,null
17654,384,695,no,much,summer,null
11238,101,607,president,bring,soon,null
11983,826,591,information,first,ten,null
12292,526,776,purpose,TV,even,null
15084,334,880,state,notice,talk,null
16619,531,627,never,serve,receive,null
13303,545,264,threat,there,again,null
13480,956,898,answer,responsibility,act,null
11608,630,642,line,but,remember,null
11467,510,999,town,that,third,null
12174,585,668,open,huge,bag,null
11099,694,700,off,peace,gas,null
9565,254,713,chair,kind,author,null
15839,179,671,executive,fill,could,null
13887,739,659,during,consider,try,null
16608,679,114,community,drive,firm,null
9406,837,546,sit,top,need,null
10204,457,785,along,friend,nothing,null
16525,359,714,power,significant,knowledge,null
9572,39,276,result,seem,suffer,null
17210,280,814,throw,yard,those,null
12775,442,806,personal,two,form,null
8825,664,666,listen,card,speak,null
9100,454,623,dinner,firm,player,null
13041,786,359,free,with,market,null
11438,942,139,why,three,detail,null
13723,299,815,choice,mouth,rest,null
12276,640,456,church,hour,against,null
9655,463,679,movie,day,beyond,null
13576,638,139,ever,sense,trade,null
12545,924,448,indicate,someone,address,null
11693,517,166,factor,necessary,part,null
17242,977,524,difficult,likely,simple,null
12333,630,716,this,area,here,null
15942,200,319,discussion,must,modern,null
9833,55,52,floor,year,officer,null
9050,269,356,let,professor,nothing,null
10817,640,913,go,so,traditional,null
10786,864,891,upon,likely,seat,null
16335,556,202,high,man,beyond,null
16305,320,944,least,say,cut,null
15378,517,629,perhaps,outside,fly,null
9052,268,968,tend,someone,special,null
9963,872,735,great,finally,property,null
14028,142,665,many,they,health,null
12183,212,672,nature,admit,hope,null
15191,715,338,prepare,morning,go,null
12045,342,528,laugh,choice,record,null
10607,518,296,get,hot,person,null
11376,355,149,Mr,during,rich,null
16520,660,978,successful,executive,field,null
15237,17,781,information,difficult,eye,null
12298,129,249,rich,region,Republican,null
13441,408,914,rock,phone,American,null
14770,17,799,reason,four,must,null
12135,434,598,citizen,seek,daughter,null
15539,818,141,parent,long,south,null
16462,553,432,successful,computer,oil,null
13214,897,796,live,front,act,null
14133,449,812,interview,process,decade,null
10797,114,935,direction,drug,car,null
9972,766,618,he,specific,ok,null
12423,237,449,type,company,recent,null
8893,208,365,fish,general,act,null
14897,604,853,so,treat,vote,null
12573,394,287,account,world,knowledge,null
16136,133,839,many,hundred,hope,null
14702,580,805,sing,sea,act,null
15013,656,428,fact,never,better,null
15822,234,200,media,sing,yeah,null
17055,768,701,specific,send,religious,null
10267,460,102,young,like,material,null
9844,955,306,attack,leave,he,null
17237,86,791,morning,such,industry,null
10851,775,346,school,foreign,particular,null
17264,95,183,candidate,investment,then,null
13413,292,58,process,kid,front,null
16106,451,46,everybody,analysis,her,null
10258,404,648,expert,alone,factor,null
11639,692,384,physical,else,capital,null
10973,72,675,water,science,choose,null
15586,747,541,near,board,heavy,null
17288,176,950,involve,it,his,null
10265,908,500,including,yeah,child,null
14171,123,540,cold,simply,mother,null
12803,113,781,their,appear,score,null
10842,394,971,reduce,detail,include,null
17479,562,197,trial,son,coach,null
9084,950,393,while,drop,country,null
16767,200,759,project,card,white,null
15064,695,934,big,article,from,null
16270,521,173,owner,miss,letter,null
12787,862,902,baby,hour,inside,null
15832,562,608,reach,young,reveal,null
15923,442,863,small,claim,focus,null
17589,267,379,speech,relate,speech,null
9569,84,664,too,mouth,suggest,null
16581,179,667,approach,when,account,null
13838,160,766,all,reflect,moment,null
16042,393,425,body,protect,Mrs,null
15137,504,983,former,usually,consumer,null
17583,658,186,back,exactly,indeed,null
11111,742,101,smile,short,shake,null
17130,124,191,them,feeling,cause,null
13696,992,338,TV,necessary,can,null
10041,63,884,marriage,why,company,null
13378,574,260,responsibility,enough,heavy,null
17755,107,108,value,end,former,null
15645,18,495,subject,both,past,null
13323,353,114,dark,small,close,null
16676,380,4,truth,all,production,null
10847,603,565,teach,hold,school,null
15707,922,894,answer,power,whose,null
14409,375,274,power,never,too,null
16384,129,195,must,same,free,null
11051,99,574,song,mouth,statement,null
10628,828,279,trade,western,once,null
12995,650,149,newspaper,machine,wrong,null
16235,36,67,reduce,network,best,null
12220,262,720,house,great,member,null
16425,705,445,tree,wife,section,null
12285,533,505,avoid,three,recognize,null
10284,401,535,purpose,key,more,null
17576,259,864,service,live,claim,null
10012,919,659,other,assume,writer,null
11752,153,299,network,weight,rock,null
15316,686,962,rather,rule,part,null
10786,813,725,under,reason,statement,null
16151,142,654,street,station,person,null
10146,325,447,truth,conference,born,null
14525,591,249,occur,single,decision,null
9480,878,833,peace,test,dream,null
13528,1,156,around,letter,back,null
15352,954,80,try,her,voice,null
12103,190,514,behind,its,development,null
14150,602,541,population,arrive,street,null
9822,247,906,cost,ground,score,null
9357,344,749,sell,dream,say,null
15575,845,614,central,officer,human,null
17213,713,860,to,brother,rather,null
17214,727,387,bank,enjoy,try,null
10367,380,238,receive,leg,institution,null
16286,283,697,all,organization,movement,null
10920,879,47,need,house,me,null
12943,403,734,during,long,discussion,null
17077,131,468,now,long,meeting,null
12032,219,627,even,sell,discuss,null
16819,609,615,money,stand,into,null
14409,303,59,reflect,perform,explain,null
17689,629,74,surface,authority,effort,null
10002,251,995,plan,cell,growth,null
10747,851,295,live,big,build,null
16051,449,204,worry,occur,relationship,null
13316,976,944,teach,shake,fish,null
